Country,ID,Age
usa,813,42.0
usa,814,
usa,817,41.0
usa,820,38.0
usa,823,36.0
usa,825,38.0
usa,826,65.0
usa,828,35.0
usa,829,23.0
usa,830,57.0
usa,836,
usa,837,26.0
usa,838,71.0
usa,841,24.0
usa,844,
usa,846,55.0
usa,858,46.0
usa,859,
usa,861,
usa,862,56.0
usa,865,
usa,871,19.0
usa,874,
usa,875,32.0
usa,879,
usa,880,
usa,883,43.0
usa,887,30.0
usa,888,
usa,890,
usa,892,
usa,903,19.0
usa,904,
usa,905,
usa,907,31.0
usa,910,25.0
usa,911,40.0
usa,912,33.0
usa,917,
usa,920,28.0
usa,923,21.0
usa,930,30.0
usa,931,43.0
usa,934,
usa,940,
usa,947,
usa,948,
usa,951,
usa,952,
usa,954,
usa,958,78.0
usa,964,
usa,965,24.0
usa,975,34.0
usa,977,
usa,978,33.0
usa,981,
usa,982,41.0
usa,986,
usa,987,
usa,988,
usa,990,
usa,991,62.0
usa,994,
usa,997,
usa,999,21.0
usa,1003,
usa,1005,67.0
usa,1006,59.0
usa,1007,16.0
usa,1008,
usa,1012,
usa,1013,23.0
usa,1016,
usa,1018,
usa,1020,
usa,1022,
usa,1023,
usa,1024,
usa,1026,
usa,1029,57.0
usa,1030,29.0
usa,1033,
usa,1035,26.0
usa,1036,25.0
usa,1037,18.0
usa,1038,26.0
usa,1039,38.0
usa,1041,
usa,1042,40.0
usa,1044,34.0
usa,1045,47.0
usa,1047,
usa,1050,
usa,1053,20.0
usa,1054,37.0
usa,1059,47.0
usa,1061,
usa,1066,59.0
usa,1067,37.0
usa,1069,
usa,1070,
usa,1076,20.0
usa,1077,
usa,1079,
usa,1080,35.0
usa,1084,
usa,1085,
usa,1086,
usa,1087,46.0
usa,1088,17.0
usa,1089,22.0
usa,1090,49.0
usa,1093,
usa,1094,18.0
usa,1097,
usa,1098,
usa,1099,32.0
usa,1101,
usa,1105,57.0
usa,1107,
usa,1109,18.0
usa,1112,
usa,1117,61.0
usa,1120,
usa,1121,
usa,1122,21.0
usa,1124,
usa,1125,18.0
usa,1127,
usa,1128,61.0
usa,1132,
usa,1138,
usa,1140,19.0
usa,1146,55.0
usa,1147,
usa,1148,79.0
usa,1149,1.0
usa,1152,
usa,1154,
usa,1164,35.0
usa,1165,
usa,1171,32.0
usa,1173,22.0
usa,1176,29.0
usa,1180,23.0
usa,1185,
usa,1188,29.0
usa,1191,34.0
usa,1195,
usa,1201,22.0
usa,1204,
usa,1208,
usa,1209,33.0
usa,1210,
usa,1216,24.0
usa,1217,
usa,1218,27.0
usa,1225,22.0
usa,1226,14.0
usa,1229,
usa,1236,25.0
usa,1240,36.0
usa,1241,
usa,1243,34.0
usa,1244,55.0
usa,1246,36.0
usa,1250,44.0
usa,1251,
usa,1252,
usa,1264,
usa,1266,19.0
usa,1267,
usa,1269,42.0
usa,1270,33.0
usa,1274,
usa,1276,
usa,1278,
usa,1280,34.0
usa,1283,26.0
usa,1284,44.0
usa,1286,
usa,1287,32.0
usa,1288,35.0
usa,1289,103.0
usa,1292,
usa,1293,
usa,1298,20.0
usa,1300,37.0
usa,1304,47.0
usa,1305,17.0
usa,1312,23.0
usa,1317,63.0
usa,1322,21.0
usa,1328,24.0
usa,1335,
usa,1338,37.0
usa,1340,21.0
usa,1344,
usa,1345,
usa,1346,25.0
usa,1347,
usa,1349,
usa,1353,
usa,1359,14.0
usa,1360,36.0
usa,1363,
usa,1365,16.0
usa,1366,
usa,1370,26.0
usa,1371,36.0
usa,1374,27.0
usa,1375,59.0
usa,1376,
usa,1382,33.0
usa,1384,12.0
usa,1385,
usa,1386,
usa,1387,28.0
usa,1391,
usa,1396,35.0
usa,1397,36.0
usa,1400,39.0
usa,1401,53.0
usa,1402,
usa,1403,26.0
usa,1405,53.0
usa,1406,
usa,1408,35.0
usa,1410,22.0
usa,1411,74.0
usa,1413,69.0
usa,1415,47.0
usa,1417,
usa,1418,45.0
usa,1419,51.0
usa,1420,
usa,1426,
usa,1427,22.0
usa,1429,71.0
usa,1431,
usa,1432,
usa,1433,54.0
usa,1434,
usa,1437,21.0
usa,1440,
usa,1453,
usa,1455,
usa,1457,21.0
usa,1462,15.0
usa,1463,
usa,1464,59.0
usa,1471,
usa,1473,
usa,1477,
usa,1479,30.0
usa,1480,
usa,1483,33.0
usa,1487,23.0
usa,1488,
usa,1492,31.0
usa,1495,53.0
usa,1502,
usa,1503,
usa,1508,
usa,1512,
usa,1513,40.0
usa,1514,
usa,1515,27.0
usa,1518,
usa,1519,61.0
usa,1520,
usa,1521,
usa,1523,
usa,1524,
usa,1526,
usa,1529,
usa,1530,26.0
usa,1532,34.0
usa,1535,69.0
usa,1540,
usa,1555,
usa,1561,
usa,1562,
usa,1563,
usa,1565,1.0
usa,1566,
usa,1568,37.0
usa,1569,
usa,1572,26.0
usa,1574,
usa,1576,24.0
usa,1577,58.0
usa,1580,16.0
usa,1583,48.0
usa,1590,15.0
usa,1592,50.0
usa,1593,59.0
usa,1595,
usa,1601,
usa,1602,
usa,1603,
usa,1604,24.0
usa,1606,63.0
usa,1607,29.0
usa,1610,
usa,1611,
usa,1616,
usa,1617,24.0
usa,1619,
usa,1620,
usa,1622,
usa,1623,41.0
usa,1624,
usa,1625,59.0
usa,1626,36.0
usa,1632,
usa,1634,33.0
usa,1639,
usa,1641,22.0
usa,1649,41.0
usa,1654,
usa,1657,59.0
usa,1658,
usa,1666,20.0
usa,1669,51.0
usa,1672,18.0
usa,1675,
usa,1687,47.0
usa,1691,50.0
usa,1697,
usa,1712,
usa,1718,28.0
usa,1723,40.0
usa,1727,
usa,1732,32.0
usa,1737,31.0
usa,1738,29.0
usa,1739,
usa,1740,28.0
usa,1741,17.0
usa,1742,51.0
usa,1743,17.0
usa,1744,
usa,1751,
usa,1763,25.0
usa,1775,14.0
usa,1776,
usa,1777,19.0
usa,1778,25.0
usa,1779,33.0
usa,1783,
usa,1790,25.0
usa,1791,
usa,1792,
usa,1794,35.0
usa,1795,
usa,1796,
usa,1800,
usa,1801,52.0
usa,1803,48.0
usa,1804,53.0
usa,1820,16.0
usa,1824,18.0
usa,1825,34.0
usa,1832,
usa,1836,
usa,1837,44.0
usa,1838,
usa,1840,21.0
usa,1841,
usa,1845,34.0
usa,1852,
usa,1853,57.0
usa,1854,
usa,1856,29.0
usa,1857,39.0
usa,1861,
usa,1862,
usa,1864,
usa,1866,
usa,1870,60.0
usa,1874,36.0
usa,1876,
usa,1877,47.0
usa,1879,
usa,1883,20.0
usa,1885,27.0
usa,1886,
usa,1887,14.0
usa,1889,46.0
usa,1896,
usa,1897,58.0
usa,1899,35.0
usa,1909,
usa,1911,52.0
usa,1915,
usa,1925,42.0
usa,1926,31.0
usa,1927,20.0
usa,1932,34.0
usa,1935,23.0
usa,1936,24.0
usa,1940,34.0
usa,1941,47.0
usa,1942,
usa,1946,23.0
usa,1948,34.0
usa,1949,
usa,1955,3.0
usa,1957,41.0
usa,1958,23.0
usa,1964,
usa,1968,31.0
usa,1971,25.0
usa,1972,20.0
usa,1975,
usa,1978,
usa,1988,
usa,1989,27.0
usa,1991,31.0
usa,1994,
usa,1997,16.0
usa,1999,26.0
usa,2011,28.0
usa,2016,
usa,2025,27.0
usa,2026,46.0
usa,2027,
usa,2031,34.0
usa,2032,29.0
usa,2034,35.0
usa,2035,15.0
usa,2036,49.0
usa,2039,
usa,2047,21.0
usa,2052,20.0
usa,2054,25.0
usa,2055,
usa,2056,
usa,2058,
usa,2059,
usa,2060,54.0
usa,2063,
usa,2069,48.0
usa,2070,22.0
usa,2082,14.0
usa,2088,19.0
usa,2091,27.0
usa,2092,
usa,2094,
usa,2095,24.0
usa,2096,62.0
usa,2097,
usa,2100,
usa,2101,30.0
usa,2102,
usa,2104,
usa,2105,
usa,2107,42.0
usa,2111,
usa,2114,23.0
usa,2119,
usa,2120,16.0
usa,2122,31.0
usa,2125,62.0
usa,2131,25.0
usa,2140,
usa,2142,34.0
usa,2143,22.0
usa,2144,22.0
usa,2145,
usa,2146,57.0
usa,2147,35.0
usa,2148,
usa,2150,
usa,2151,
usa,2153,30.0
usa,2154,
usa,2157,
usa,2158,58.0
usa,2159,
usa,2161,32.0
usa,2162,18.0
usa,2164,
usa,2167,48.0
usa,2169,
usa,2176,
usa,2177,28.0
usa,2180,18.0
usa,2184,
usa,2185,
usa,2186,27.0
usa,2187,
usa,2191,39.0
usa,2198,
usa,2200,34.0
usa,2204,
usa,2206,26.0
usa,2207,
usa,2219,
usa,2229,27.0
usa,2230,44.0
usa,2234,
usa,2237,
usa,2238,34.0
usa,2239,25.0
usa,2242,
usa,2243,
usa,2245,
usa,2249,
usa,2250,
usa,2251,76.0
usa,2254,16.0
usa,2257,
usa,2258,21.0
usa,2259,27.0
usa,2260,
usa,2261,59.0
usa,2262,63.0
usa,2264,33.0
usa,2267,
usa,2271,
usa,2274,37.0
usa,2275,22.0
usa,2278,16.0
usa,2280,42.0
usa,2282,34.0
usa,2283,18.0
usa,2284,
usa,2286,
usa,2289,
usa,2292,
usa,2293,
usa,2294,25.0
usa,2297,28.0
usa,2301,24.0
usa,2306,35.0
usa,2307,41.0
usa,2309,18.0
usa,2310,
usa,2311,
usa,2312,
usa,2314,25.0
usa,2318,
usa,2319,43.0
usa,2320,21.0
usa,2322,24.0
usa,2323,
usa,2327,28.0
usa,2332,
usa,2338,57.0
usa,2340,29.0
usa,2344,48.0
usa,2347,55.0
usa,2350,24.0
usa,2357,35.0
usa,2360,
usa,2362,58.0
usa,2364,
usa,2366,16.0
usa,2367,
usa,2368,18.0
usa,2371,22.0
usa,2372,46.0
usa,2376,38.0
usa,2377,32.0
usa,2378,
usa,2381,
usa,2382,
usa,2388,64.0
usa,2393,
usa,2395,43.0
usa,2397,
usa,2403,41.0
usa,2407,
usa,2408,33.0
usa,2409,57.0
usa,2412,
usa,2413,25.0
usa,2417,35.0
usa,2419,
usa,2424,
usa,2426,58.0
usa,2434,
usa,2452,
usa,2453,
usa,2456,54.0
usa,2460,
usa,2461,59.0
usa,2463,29.0
usa,2464,25.0
usa,2465,
usa,2466,
usa,2467,
usa,2468,54.0
usa,2470,22.0
usa,2472,35.0
usa,2473,31.0
usa,2475,
usa,2481,
usa,2483,35.0
usa,2484,
usa,2485,
usa,2490,
usa,2492,
usa,2498,
usa,2500,
usa,2504,
usa,2505,61.0
usa,2509,47.0
usa,2510,
usa,2519,
usa,2521,
usa,2528,
usa,2532,16.0
usa,2538,55.0
usa,2540,46.0
usa,2541,55.0
usa,2542,54.0
usa,2544,
usa,2551,
usa,2555,
usa,2556,
usa,2560,48.0
usa,2570,
usa,2573,55.0
usa,2575,35.0
usa,2577,59.0
usa,2587,49.0
usa,2588,
usa,2593,34.0
usa,2602,
usa,2604,22.0
usa,2605,33.0
usa,2607,
usa,2608,17.0
usa,2611,
usa,2613,
usa,2616,
usa,2619,
usa,2621,
usa,2624,
usa,2626,
usa,2627,41.0
usa,2629,
usa,2631,18.0
usa,2632,47.0
usa,2635,
usa,2636,32.0
usa,2641,28.0
usa,2642,
usa,2644,
usa,2645,34.0
usa,2646,
usa,2647,
usa,2648,
usa,2649,56.0
usa,2650,
usa,2651,
usa,2654,
usa,2657,
usa,2659,39.0
usa,2668,
usa,2670,
usa,2673,
usa,2675,35.0
usa,2676,34.0
usa,2680,
usa,2683,17.0
usa,2686,24.0
usa,2690,35.0
usa,2692,
usa,2700,29.0
usa,2706,
usa,2710,
usa,2715,
usa,2722,51.0
usa,2730,34.0
usa,2735,47.0
usa,2736,44.0
usa,2737,19.0
usa,2739,27.0
usa,2741,
usa,2742,37.0
usa,2744,
usa,2751,21.0
usa,2752,
usa,2754,
usa,2755,51.0
usa,2758,54.0
usa,2759,
usa,2761,
usa,2771,56.0
usa,2773,36.0
usa,2774,28.0
usa,2775,
usa,2777,73.0
usa,2778,
usa,2791,
usa,2794,
usa,2795,41.0
usa,2796,32.0
usa,2797,
usa,2804,53.0
usa,2813,
usa,2814,
usa,2828,26.0
usa,2832,
usa,2833,47.0
usa,2834,
usa,2835,
usa,2836,
usa,2838,44.0
usa,2839,
usa,2841,38.0
usa,2844,
usa,2845,54.0
usa,2848,26.0
usa,2850,
usa,2851,
usa,2852,59.0
usa,2856,29.0
usa,2857,29.0
usa,2865,25.0
usa,2866,15.0
usa,2870,
usa,2872,
usa,2874,19.0
usa,2876,22.0
usa,2877,39.0
usa,2878,41.0
usa,2880,
usa,2884,
usa,2885,33.0
usa,2887,53.0
usa,2889,
usa,2899,46.0
usa,2901,
usa,2922,20.0
usa,2926,25.0
usa,2927,
usa,2928,25.0
usa,2929,49.0
usa,2930,
usa,2934,28.0
usa,2937,
usa,2938,43.0
usa,2940,
usa,2947,63.0
usa,2949,
usa,2951,32.0
usa,2952,23.0
usa,2956,
usa,2958,
usa,2959,58.0
usa,2961,32.0
usa,2963,
usa,2964,
usa,2965,50.0
usa,2966,
usa,2967,29.0
usa,2970,46.0
usa,2972,60.0
usa,2973,
usa,2975,28.0
usa,2987,45.0
usa,2992,
usa,2993,
usa,2995,61.0
usa,2998,
usa,3000,17.0
usa,3001,41.0
usa,3005,
usa,3008,17.0
usa,3010,34.0
usa,3016,35.0
usa,3019,24.0
usa,3021,
usa,3022,
usa,3024,34.0
usa,3025,27.0
usa,3030,
usa,3031,
usa,3034,45.0
usa,3037,28.0
usa,3041,15.0
usa,3042,23.0
usa,3048,
usa,3050,29.0
usa,3052,31.0
usa,3054,
usa,3060,
usa,3061,19.0
usa,3062,
usa,3067,
usa,3070,29.0
usa,3071,
usa,3076,60.0
usa,3079,
usa,3080,62.0
usa,3082,47.0
usa,3083,56.0
usa,3087,20.0
usa,3090,23.0
usa,3093,46.0
usa,3105,42.0
usa,3106,
usa,3109,
usa,3112,33.0
usa,3118,
usa,3120,20.0
usa,3121,46.0
usa,3122,27.0
usa,3123,
usa,3124,
usa,3128,27.0
usa,3129,
usa,3130,35.0
usa,3131,30.0
usa,3132,18.0
usa,3133,34.0
usa,3134,40.0
usa,3135,28.0
usa,3137,26.0
usa,3138,33.0
usa,3140,34.0
usa,3143,
usa,3144,32.0
usa,3146,
usa,3147,36.0
usa,3148,
usa,3149,
usa,3151,
usa,3155,
usa,3156,30.0
usa,3157,
usa,3160,23.0
usa,3162,
usa,3164,34.0
usa,3169,32.0
usa,3170,
usa,3172,32.0
usa,3174,24.0
usa,3176,30.0
usa,3188,29.0
usa,3194,20.0
usa,3225,53.0
usa,3228,
usa,3229,39.0
usa,3230,18.0
usa,3231,57.0
usa,3233,22.0
usa,3239,20.0
usa,3245,
usa,3250,
usa,3252,17.0
usa,3254,52.0
usa,3256,27.0
usa,3268,
usa,3270,21.0
usa,3271,47.0
usa,3272,
usa,3277,36.0
usa,3278,31.0
usa,3280,
usa,3281,53.0
usa,3286,43.0
usa,3288,
usa,3292,29.0
usa,3295,32.0
usa,3296,63.0
usa,3299,
usa,3300,49.0
usa,3301,
usa,3308,
usa,3309,
usa,3312,22.0
usa,3313,61.0
usa,3314,
usa,3317,20.0
usa,3318,54.0
usa,3325,
usa,3328,
usa,3330,49.0
usa,3333,
usa,3338,
usa,3339,34.0
usa,3342,21.0
usa,3348,
usa,3356,
usa,3358,58.0
usa,3359,21.0
usa,3362,
usa,3369,60.0
usa,3370,29.0
usa,3375,
usa,3377,27.0
usa,3380,45.0
usa,3393,55.0
usa,3401,
usa,3407,49.0
usa,3409,16.0
usa,3410,
usa,3411,20.0
usa,3417,
usa,3419,53.0
usa,3420,18.0
usa,3421,
usa,3429,19.0
usa,3431,18.0
usa,3439,24.0
usa,3440,
usa,3441,
usa,3443,
usa,3445,45.0
usa,3446,47.0
usa,3453,
usa,3454,36.0
usa,3456,
usa,3457,
usa,3468,
usa,3470,23.0
usa,3473,
usa,3475,35.0
usa,3478,36.0
usa,3482,
usa,3483,
usa,3484,
usa,3486,41.0
usa,3487,
usa,3495,
usa,3496,
usa,3498,
usa,3499,
usa,3500,55.0
usa,3501,
usa,3503,23.0
usa,3505,30.0
usa,3507,
usa,3510,57.0
usa,3511,42.0
usa,3514,22.0
usa,3518,
usa,3520,20.0
usa,3522,34.0
usa,3524,
usa,3526,28.0
usa,3531,40.0
usa,3532,
usa,3540,
usa,3547,
usa,3548,
usa,3551,
usa,3554,11.0
usa,3558,56.0
usa,3560,
usa,3563,
usa,3566,42.0
usa,3568,
usa,3572,26.0
usa,3573,32.0
usa,3574,31.0
usa,3575,35.0
usa,3576,33.0
usa,3577,
usa,3582,
usa,3585,27.0
usa,3586,46.0
usa,3587,
usa,3588,
usa,3589,34.0
usa,3590,
usa,3591,30.0
usa,3592,18.0
usa,3600,
usa,3602,22.0
usa,3603,34.0
usa,3604,26.0
usa,3606,28.0
usa,3607,48.0
usa,3609,
usa,3610,
usa,3611,0.0
usa,3616,33.0
usa,3619,
usa,3620,29.0
usa,3621,23.0
usa,3624,
usa,3627,
usa,3631,
usa,3634,
usa,3637,
usa,3638,30.0
usa,3641,34.0
usa,3642,
usa,3644,43.0
usa,3646,27.0
usa,3650,37.0
usa,3657,22.0
usa,3658,47.0
usa,3661,
usa,3662,
usa,3664,
usa,3665,34.0
usa,3666,26.0
usa,3667,
usa,3668,25.0
usa,3671,
usa,3672,39.0
usa,3673,56.0
usa,3677,2.0
usa,3679,25.0
usa,3685,33.0
usa,3687,17.0
usa,3692,41.0
usa,3694,16.0
usa,3695,24.0
usa,3698,15.0
usa,3703,23.0
usa,3706,
usa,3707,25.0
usa,3711,
usa,3712,
usa,3713,39.0
usa,3721,
usa,3722,
usa,3724,
usa,3725,38.0
usa,3726,40.0
usa,3727,
usa,3729,27.0
usa,3730,41.0
usa,3731,
usa,3733,
usa,3734,43.0
usa,3741,15.0
usa,3744,
usa,3750,
usa,3755,
usa,3759,
usa,3760,13.0
usa,3769,39.0
usa,3773,34.0
usa,3774,23.0
usa,3779,
usa,3781,
usa,3782,
usa,3783,40.0
usa,3784,36.0
usa,3788,
usa,3790,
usa,3793,58.0
usa,3796,33.0
usa,3798,23.0
usa,3800,
usa,3801,
usa,3803,
usa,3812,
usa,3814,
usa,3822,33.0
usa,3824,28.0
usa,3828,28.0
usa,3831,36.0
usa,3833,27.0
usa,3834,
usa,3835,25.0
usa,3836,
usa,3837,21.0
usa,3841,
usa,3842,
usa,3845,27.0
usa,3846,
usa,3847,
usa,3848,
usa,3849,
usa,3853,
usa,3855,27.0
usa,3859,
usa,3860,42.0
usa,3864,18.0
usa,3865,25.0
usa,3866,23.0
usa,3867,
usa,3870,
usa,3872,62.0
usa,3873,
usa,3877,28.0
usa,3878,20.0
usa,3879,40.0
usa,3883,
usa,3885,
usa,3889,
usa,3890,
usa,3892,
usa,3897,
usa,3898,24.0
usa,3899,
usa,3900,
usa,3901,
usa,3903,28.0
usa,3905,
usa,3906,43.0
usa,3908,
usa,3909,27.0
usa,3910,25.0
usa,3913,27.0
usa,3914,29.0
usa,3920,42.0
usa,3921,45.0
usa,3924,21.0
usa,3928,
usa,3935,
usa,3938,37.0
usa,3939,53.0
usa,3941,31.0
usa,3942,30.0
usa,3943,40.0
usa,3946,
usa,3949,
usa,3951,
usa,3954,24.0
usa,3959,23.0
usa,3961,
usa,3964,41.0
usa,3966,15.0
usa,3968,
usa,3975,29.0
usa,3976,55.0
usa,3978,70.0
usa,3979,
usa,3983,
usa,3991,30.0
usa,3992,
usa,3993,39.0
usa,3999,71.0
usa,4001,
usa,4002,
usa,4003,
usa,4004,
usa,4010,32.0
usa,4014,29.0
usa,4016,17.0
usa,4022,33.0
usa,4034,24.0
usa,4035,60.0
usa,4038,
usa,4040,
usa,4041,45.0
usa,4042,0.0
usa,4044,33.0
usa,4046,42.0
usa,4047,
usa,4048,
usa,4053,
usa,4064,
usa,4065,
usa,4068,
usa,4069,
usa,4073,44.0
usa,4077,
usa,4078,46.0
usa,4079,
usa,4080,
usa,4081,
usa,4084,
usa,4085,
usa,4086,
usa,4095,56.0
usa,4105,41.0
usa,4106,52.0
usa,4108,
usa,4110,
usa,4115,
usa,4116,15.0
usa,4119,13.0
usa,4120,
usa,4121,33.0
usa,4122,24.0
usa,4126,
usa,4132,38.0
usa,4136,
usa,4147,38.0
usa,4148,20.0
usa,4150,
usa,4163,
usa,4165,53.0
usa,4166,
usa,4167,49.0
usa,4168,
usa,4169,57.0
usa,4174,48.0
usa,4175,59.0
usa,4176,
usa,4178,34.0
usa,4180,
usa,4181,44.0
usa,4182,57.0
usa,4183,57.0
usa,4184,15.0
usa,4186,
usa,4187,35.0
usa,4189,
usa,4190,
usa,4192,44.0
usa,4198,14.0
usa,4200,26.0
usa,4201,17.0
usa,4202,44.0
usa,4203,
usa,4204,
usa,4205,
usa,4217,14.0
usa,4218,28.0
usa,4222,22.0
usa,4230,
usa,4235,
usa,4237,23.0
usa,4238,
usa,4244,
usa,4246,
usa,4249,
usa,4257,45.0
usa,4265,45.0
usa,4266,38.0
usa,4281,32.0
usa,4283,69.0
usa,4285,50.0
usa,4289,
usa,4294,
usa,4295,
usa,4307,70.0
usa,4310,58.0
usa,4315,
usa,4327,47.0
usa,4338,
usa,4344,
usa,4347,93.0
usa,4356,
usa,4361,55.0
usa,4362,
usa,4368,
usa,4374,55.0
usa,4375,32.0
usa,4384,
usa,4386,
usa,4389,
usa,4390,33.0
usa,4394,
usa,4400,
usa,4404,
usa,4405,
usa,4411,45.0
usa,4418,
usa,4426,
usa,4434,52.0
usa,4442,26.0
usa,4444,29.0
usa,4447,19.0
usa,4455,
usa,4458,
usa,4459,25.0
usa,4463,
usa,4465,
usa,4466,21.0
usa,4468,
usa,4473,18.0
usa,4484,18.0
usa,4488,23.0
usa,4489,14.0
usa,4503,
usa,4507,
usa,4513,
usa,4516,66.0
usa,4522,16.0
usa,4531,43.0
usa,4532,
usa,4542,
usa,4554,14.0
usa,4556,
usa,4558,
usa,4567,65.0
usa,4568,
usa,4569,64.0
usa,4573,32.0
usa,4574,
usa,4576,25.0
usa,4577,34.0
usa,4578,26.0
usa,4580,
usa,4582,
usa,4592,
usa,4594,
usa,4599,
usa,4615,49.0
usa,4624,
usa,4631,33.0
usa,4639,
usa,4643,30.0
usa,4656,
usa,4657,
usa,4661,51.0
usa,4672,37.0
usa,4673,
usa,4678,76.0
usa,4688,22.0
usa,4690,
usa,4696,19.0
usa,4714,22.0
usa,4722,46.0
usa,4732,
usa,4743,
usa,4752,
usa,4757,52.0
usa,4758,54.0
usa,4759,
usa,4764,
usa,4765,
usa,4784,21.0
usa,4794,14.0
usa,4797,19.0
usa,4803,23.0
usa,4806,29.0
usa,4808,
usa,4817,21.0
usa,4821,44.0
usa,4829,
usa,4835,24.0
usa,4839,
usa,4844,
usa,4851,
usa,4858,45.0
usa,4866,
usa,4867,
usa,4870,39.0
usa,4877,
usa,4884,
usa,4890,13.0
usa,4901,24.0
usa,4906,35.0
usa,4912,
usa,4913,39.0
usa,4920,
usa,4921,
usa,4932,
usa,4933,33.0
usa,4936,37.0
usa,4949,
usa,4951,47.0
usa,4952,38.0
usa,4954,
usa,4957,
usa,4958,
usa,4961,43.0
usa,4962,
usa,4964,36.0
usa,4967,
usa,4971,
usa,4977,
usa,4978,
usa,4980,21.0
usa,4981,51.0
usa,4982,
usa,4984,
usa,4985,
usa,4992,23.0
usa,4994,16.0
usa,4995,33.0
usa,4996,
