isbn,Cluster,rating
0060931671,0,9.0
0060931809,0,7.0
0060931906,0,7.5
0060931914,0,8.0
0060932139,0,5.25
0060932287,0,0.0
0060932678,0,6.0
0060932694,0,8.0
0060932813,0,4.6
0060932902,0,5.0
0060933755,0,0.0
0060934425,0,4.0
006093493X,0,0.0
0060934972,0,0.0
0060935332,0,6.333333333333333
0060935731,0,10.0
0060935839,0,0.0
0060936363,0,6.0
0060936460,0,9.0
0060936703,0,0.0
0060937726,0,7.0
0060937939,0,0.0
0060938293,0,0.0
0060938412,0,5.0
0060952423,0,7.0
0060952768,0,0.0
0060952970,0,8.0
0060953020,0,10.0
0060953055,0,0.0
0060953225,0,0.0
006095342X,0,0.0
0060953675,0,5.5
0060953691,0,3.5
0060953713,0,0.0
0060953748,0,8.5
0060955570,0,2.0
0060955775,0,6.4
0060955872,0,0.0
0060956135,0,3.3333333333333335
0060956283,0,0.0
0060956445,0,5.333333333333333
0060956496,0,8.0
0060956690,0,7.0
0060956860,0,3.0
0060957409,0,7.0
0060958294,0,8.0
0060958340,0,4.0
0060958901,0,6.0
0060959436,0,6.0
0060959444,0,7.0
0060959460,0,8.0
0060959479,0,9.5
0060959606,0,7.0
0060959665,0,7.0
0060959681,0,8.0
0060959754,0,8.0
0060964049,0,5.2
0060969083,0,5.0
0060969776,0,5.0
0060969806,0,5.0
0060970790,0,6.0
0060971479,0,6.0
0060971819,0,0.0
0060971835,0,0.0
0060971878,0,0.0
0060972254,0,0.0
0060972459,0,2.5
0060972610,0,9.0
0060972769,0,0.0
0060972777,0,3.5
0060973323,0,9.0
0060973595,0,8.0
0060973757,0,10.0
0060974060,0,10.0
0060974486,0,7.0
0060974621,0,0.0
0060974990,0,9.0
0060975040,0,7.0
0060975369,0,0.0
0060975466,0,10.0
0060975598,0,3.5
0060975776,0,7.0
0060976241,0,4.0
0060976322,0,0.0
0060976446,0,5.0
0060976497,0,4.333333333333333
0060976845,0,4.2
0060976926,0,0.0
0060976969,0,8.0
0060976977,0,7.0
0060977264,0,9.0
0060977337,0,8.333333333333334
0060977477,0,3.5
0060977493,0,5.684210526315789
006097754X,0,7.0
0060984333,0,0.0
0060984422,0,0.0
0060987049,0,4.25
0060987103,0,5.857142857142857
0060987529,0,3.625
0060988096,0,0.0
006098824X,0,5.25
0060988649,0,8.0
0060989157,0,0.0
0060995122,0,8.0
0060995149,0,0.0
0061000027,0,4.666666666666667
0061000043,0,5.8
0061000078,0,8.25
0061000175,0,3.257142857142857
0061000299,0,8.0
0061000760,0,1.0
0061001821,0,0.0
0061002259,0,0.0
0061002852,0,5.0
0061002879,0,0.0
0061003352,0,0.0
0061003697,0,8.0
0061003719,0,0.0
0061003727,0,5.0
006100491X,0,9.0
0061005339,0,5.0
0061005428,0,0.0
0061006629,0,0.0
0061007153,0,0.0
0061007161,0,7.0
0061007536,0,5.0
0061008095,0,3.5
0061009032,0,9.0
0061009504,0,7.0
0061010251,0,0.0
0061010650,0,5.0
0061011509,0,6.0
0061012203,0,3.5
0061012289,0,4.5
0061012475,0,3.5
0061013315,0,0.0
0061013412,0,7.5
0061013420,0,9.0
006101351X,0,4.071428571428571
0061013625,0,6.0
0061013722,0,4.0
0061014060,0,7.0
0061014176,0,3.0
0061014591,0,0.0
0061015075,0,4.0
0061015512,0,0.0
0061015725,0,3.6666666666666665
0061020095,0,0.0
0061020613,0,7.0
0061020621,0,9.0
0061020648,0,0.0
0061020656,0,4.2
0061020710,0,4.5
0061020761,0,10.0
0061030015,0,4.0
006103004X,0,8.0
0061030244,0,0.0
0061030597,0,4.8
0061030635,0,7.333333333333333
0061030643,0,4.0
0061030651,0,0.0
006103083X,0,0.0
0061030864,0,10.0
006103097X,0,8.0
0061030996,0,4.75
006103102X,0,6.0
0061031070,0,3.1666666666666665
0061031089,0,7.0
0061031151,0,10.0
0061031410,0,6.333333333333333
0061031429,0,2.3333333333333335
0061031445,0,3.5
0061031569,0,5.0
0061031844,0,3.5
006103200X,0,5.0
0061032042,0,4.0
0061032069,0,5.0
0061032093,0,4.0
0061032425,0,9.0
0061040347,0,4.0
0061040576,0,0.0
0061041998,0,5.0
0061042935,0,8.0
0061042951,0,0.0
0061043079,0,9.0
0061043370,0,8.0
0061043559,0,0.0
0061044350,0,0.0
0061044407,0,0.0
0061044431,0,8.0
006104444X,0,7.0
0061044547,0,1.5
0061044571,0,4.0
0061044636,0,7.5
006105044X,0,7.0
0061050628,0,0.0
0061051098,0,5.0
0061051101,0,6.0
006105111X,0,0.0
0061051489,0,6.5
0061051578,0,0.0
0061052477,0,10.0
0061052507,0,7.0
0061052868,0,5.0
0061052892,0,4.666666666666667
0061052949,0,0.0
0061053716,0,0.0
0061054232,0,7.0
0061054240,0,0.0
0061054267,0,6.0
0061054372,0,2.0
0061054437,0,3.5
0061054887,0,6.0
0061054909,0,0.0
0061056022,0,9.0
0061056383,0,0.0
0061056413,0,8.0
006105657X,0,0.0
0061056774,0,0.0
0061056812,0,7.0
0061056979,0,0.0
0061057088,0,9.0
0061057096,0,0.0
0061057363,0,10.0
0061057541,0,4.0
0061057797,0,8.0
0061057908,0,0.0
0061057983,0,0.0
0061059056,0,4.0
0061059072,0,0.0
0061059730,0,8.0
0061059889,0,7.0
0061059935,0,4.333333333333333
0061061239,0,0.0
0061061441,0,0.0
0061061883,0,6.0
0061064157,0,8.0
0061065757,0,5.0
0061065765,0,8.0
0061065846,0,0.0
0061066079,0,9.0
0061076031,0,5.0
0061076163,0,7.0
006107635X,0,5.0
0061080519,0,6.0
0061080586,0,0.0
0061081450,0,0.0
006108199X,0,7.0
006108445X,0,0.0
0061085618,0,0.0
0061087122,0,9.0
0061090530,0,8.0
0061090565,0,0.0
0061090808,0,9.0
0061090891,0,4.25
0061091154,0,7.0
0061091316,0,0.0
0061091502,0,8.0
0061091715,0,0.0
006109174X,0,4.5
0061091790,0,1.8
0061092002,0,5.333333333333333
0061092037,0,3.5
0061092088,0,3.0
0061092177,0,7.0
0061092193,0,4.666666666666667
0061092533,0,8.0
0061092606,0,4.333333333333333
0061092614,0,7.0
0061092622,0,5.0
0061092738,0,9.0
0061092827,0,0.0
006109286X,0,4.5
0061092886,0,8.0
0061092894,0,6.0
0061093106,0,0.0
0061093335,0,6.571428571428571
0061093343,0,0.0
0061093491,0,4.0
0061093580,0,2.5
006109398X,0,7.333333333333333
0061094129,0,7.0
0061094145,0,0.0
0061094404,0,7.0
0061094471,0,0.0
0061094595,0,0.0
0061095540,0,6.0
0061095869,0,8.0
0061096083,0,3.5
0061096113,0,10.0
0061096237,0,9.0
0061096857,0,8.5
006109692X,0,5.0
0061096962,0,8.0
0061096970,0,8.0
0061097101,0,5.4
0061097152,0,5.0
0061097306,0,3.5
0061097314,0,4.5625
0061097357,0,3.0
0061097632,0,0.0
0061097659,0,7.333333333333333
0061097853,0,3.5
0061097861,0,6.1
0061097934,0,6.0
0061098035,0,0.0
0061098361,0,5.333333333333333
006109868X,0,8.0
0061098752,0,0.0
0061098760,0,8.5
0061098795,0,2.0
0061098957,0,0.0
0061099155,0,4.5
006109921X,0,4.8
0061099252,0,3.0
0061099325,0,7.666666666666667
0061099341,0,4.666666666666667
0061099473,0,5.0
0061099481,0,8.0
0061099503,0,7.0
0061099562,0,7.0
0061099570,0,8.0
0061099643,0,8.0
0061099686,0,0.0
0061099694,0,7.5
0061099708,0,2.6666666666666665
0061099759,0,4.0
0061099805,0,3.0
0062500279,0,0.0
0062500589,0,0.0
0062500821,0,7.0
0062501860,0,5.666666666666667
0062502182,0,5.6521739130434785
0062502239,0,7.0
0062502263,0,0.0
0062502298,0,0.0
0062502727,0,6.0
0062502891,0,4.0
0062504649,0,9.0
0062505017,0,0.0
0062505076,0,0.0
0062506137,0,10.0
0062506358,0,7.0
0062506528,0,8.0
0062506617,0,8.0
0062506676,0,8.0
0062506811,0,7.0
0062506838,0,9.0
0062507249,0,7.0
0062507311,0,9.0
0062508113,0,10.0
0062509438,0,10.0
006251010X,0,7.0
0062510568,0,0.0
0062510789,0,7.0
006251122X,0,9.0
0062511661,0,9.0
0062511718,0,6.0
0062512064,0,0.0
0062512668,0,5.0
006251279X,0,0.0
0062514776,0,0.0
0062514857,0,9.0
0062515675,0,8.0
0062515845,0,9.0
0062516698,0,10.0
0062516825,0,9.0
0062516876,0,9.0
0062516884,0,8.0
0062517775,0,0.0
0062518054,0,9.0
0062545035,0,0.0
0062548662,0,4.25
0062720066,0,0.0
0062720406,0,5.0
0062732005,0,0.0
0062734784,0,9.0
006273671X,0,3.0
0064400018,0,5.333333333333333
0064400069,0,10.0
0064400077,0,5.0
0064400557,0,6.166666666666667
0064400581,0,0.0
0064400859,0,6.5
0064401103,0,10.0
006440174X,0,10.0
0064401766,0,9.0
0064401847,0,6.166666666666667
006440188X,0,0.0
0064402967,0,4.0
0064403688,0,10.0
0064404897,0,0.0
0064405176,0,7.333333333333333
0064405842,0,4.666666666666667
0064405958,0,5.0
0064406261,0,2.0
0064406822,0,7.0
0064406849,0,0.0
0064406970,0,8.0
0064407055,0,9.0
0064407462,0,9.0
0064407667,0,3.7142857142857144
0064407675,0,8.0
0064407683,0,7.0
0064407721,0,5.333333333333333
0064407950,0,0.0
0064408086,0,9.0
0064408191,0,3.5
0064408582,0,0.0
0064408639,0,0.0
0064409597,0,8.0
0064409791,0,7.0
0064410129,0,7.333333333333333
0064410226,0,4.5
0064410382,0,6.0
0064440028,0,0.0
0064440141,0,7.0
0064440168,0,7.5
0064440257,0,7.5
0064440389,0,0.0
0064440591,0,8.0
0064441822,0,5.0
0064442055,0,0.0
006445049X,0,4.0
0064460606,0,0.0
0064460649,0,6.0
0064462080,0,9.0
0064470482,0,8.0
006447061X,0,0.0
0064470660,0,8.0
0064471047,0,5.25
0064471055,0,8.0
0064471101,0,5.75
0064471861,0,3.0
0064472086,0,0.0
0064472264,0,7.0
0064472272,0,4.75
0064472698,0,9.0
0064473023,0,5.0
0064473384,0,10.0
0064632873,0,5.0
0064671798,0,0.0
0066209463,0,8.0
006620979X,0,0.0
0066210232,0,0.0
0066210852,0,10.0
0066211484,0,6.0
0066211611,0,4.714285714285714
0066211697,0,8.0
006621274X,0,4.5
0066212855,0,9.0
0066214122,0,4.2
0066214688,0,9.0
0066236150,0,0.0
0066238501,0,0.0
0066620503,0,0.0
0066620724,0,6.0
0066620732,0,7.666666666666667
0070030952,0,5.0
0070064261,0,7.0
0070064547,0,4.0
0070064563,0,0.0
0070064601,0,6.0
0070074526,0,0.0
0070118809,0,9.0
0070145121,0,8.0
0070177848,0,3.5
0070212570,0,6.7
0070246440,0,7.0
0070342059,0,0.0
0070407819,0,5.0
0070456518,0,7.0
0070464766,0,8.0
0070466149,0,8.0
0070479844,0,0.0
0070518947,0,0.0
0070531811,0,0.0
0070617686,0,0.0
0070633495,0,6.0
0070657599,0,6.0
0070691800,0,7.0
0071364498,0,0.0
0071368248,0,0.0
0071374906,0,9.0
0071376127,0,10.0
0071378227,0,10.0
0071379444,0,10.0
0071383832,0,7.0
0071390030,0,7.0
0071417842,0,10.0
0072121270,0,9.0
007212248X,0,7.0
0072125705,0,0.0
009173505X,0,4.0
0091800579,0,3.5
0091830893,0,7.0
0091831032,0,8.0
0091833345,0,8.0
0091835070,0,8.0
0091867908,0,7.0
0094740909,0,7.0
0099079208,0,0.0
0099244527,0,7.0
0099244926,0,3.5
0099245027,0,0.0
0099271087,0,0.0
009928958X,0,0.0
0099366517,0,0.0
0099740516,0,5.0
0099760118,0,0.0
0099769913,0,5.0
0099771519,0,6.545454545454546
0099914700,0,4.0
0099993805,0,6.0
0117024147,0,5.0
0130094021,0,10.0
0130166294,0,7.0
0130202630,0,10.0
013026881X,0,7.0
013029442X,0,3.0
0130454699,0,10.0
0130843709,0,0.0
0130866172,0,0.0
0131103628,0,8.0
0131940104,0,7.0
0134065549,0,7.0
0134243676,0,6.5
0135259738,0,8.0
0138137595,0,9.0
0138153094,0,5.0
0138700982,0,7.0
0138759227,0,0.0
0139132864,0,5.0
0139444629,0,5.0
0139715150,0,0.0
0140001409,0,10.0
0140008535,0,7.0
0140010270,0,8.0
0140013997,0,8.0
0140014454,0,8.0
0140014845,0,0.0
0140017917,0,7.0
0140018328,0,9.0
0140020403,0,8.0
0140023747,0,8.0
0140030255,0,0.5
0140030263,0,0.0
0140030344,0,5.5
0140035745,0,8.0
0140036113,0,0.0
0140041796,0,3.5
0140042210,0,7.0
0140042393,0,7.5
0140042520,0,2.0
0140043888,0,7.5
0140048944,0,0.0
0140050000,0,7.5
0140051643,0,10.0
0140053204,0,4.0
0140054332,0,0.0
0140055665,0,0.0
0140055932,0,0.0
014005958X,0,0.0
0140060065,0,7.5
0140060898,0,7.0
0140062866,0,3.0
0140064737,0,7.0
0140065008,0,0.0
0140065059,0,4.666666666666667
0140065504,0,8.0
0140067477,0,7.538461538461538
0140067779,0,3.3333333333333335
0140068902,0,0.0
0140069453,0,8.0
0140069763,0,0.0
0140070206,0,3.5
0140072691,0,7.0
0140072748,0,9.0
0140074457,0,6.0
0140074511,0,5.0
0140074902,0,0.0
0140075569,0,5.0
0140075577,0,0.0
0140075623,0,6.5
0140077251,0,0.0
0140077715,0,0.0
0140081135,0,9.0
0140083618,0,0.0
0140085785,0,0.0
0140086838,0,7.333333333333333
0140086994,0,7.0
0140088946,0,8.0
0140089225,0,8.0
0140090037,0,0.0
0140092838,0,5.0
0140093060,0,0.0
0140094296,0,0.0
0140094385,0,0.0
0140095888,0,6.0
0140097317,0,0.0
0140097694,0,0.0
0140098356,0,7.0
0140099891,0,2.5
0140102663,0,0.0
0140103740,0,8.0
0140103805,0,7.0
0140104801,0,9.0
0140105166,0,5.0
0140106464,0,0.0
0140106839,0,8.0
0140107649,0,0.0
0140110070,0,0.0
0140112049,0,0.0
014011291X,0,6.0
0140112952,0,2.0
0140113827,0,9.0
0140115773,0,9.0
0140115854,0,8.0
0140116168,0,8.0
0140119485,0,0.0
0140119906,0,4.222222222222222
0140122389,0,7.0
0140124373,0,4.0
0140124454,0,8.0
0140124497,0,5.0
0140126562,0,6.0
0140126643,0,3.5
0140127089,0,0.0
0140127836,0,0.0
0140130209,0,0.0
0140131167,0,9.0
0140131558,0,1.3333333333333333
0140131566,0,0.0
0140131612,0,4.666666666666667
0140132708,0,2.6
0140133259,0,0.0
0140138870,0,7.0
0140139125,0,6.0
0140139591,0,7.0
0140139974,0,8.0
0140142231,0,8.0
0140143459,0,0.0
0140144560,0,0.0
0140144595,0,7.0
0140149074,0,7.0
0140151028,0,0.0
0140153195,0,3.0
0140154078,0,2.6666666666666665
0140156003,0,6.0
0140156070,0,9.0
0140157115,0,3.0
0140157204,0,0.0
0140166033,0,7.0
0140167188,0,5.0
0140168125,0,0.0
014016930X,0,8.5
0140169512,0,7.0
0140170162,0,5.0
0140170987,0,8.0
0140174397,0,2.5
0140174664,0,7.0
0140176616,0,8.0
0140176640,0,8.0
0140177388,0,4.5
0140177396,0,6.75
0140178139,0,6.0
0140178724,0,4.5
0140179178,0,0.0
0140179372,0,8.0
0140179836,0,3.5555555555555554
0140183523,0,0.0
0140184961,0,6.0
0140185003,0,0.0
0140185151,0,0.0
0140185216,0,0.0
0140185321,0,8.0
0140185445,0,8.0
014018547X,0,0.0
0140185631,0,0.0
0140186425,0,10.0
0140186522,0,0.0
0140186557,0,10.0
014018726X,0,0.0
0140187375,0,0.0
0140187537,0,9.0
0140195645,0,10.0
0140195831,0,4.0
0140196099,0,0.0
0140196153,0,2.0
0140196293,0,0.0
0140220992,0,0.0
0140230165,0,5.333333333333333
0140231137,0,7.5
0140231196,0,0.0
0140232230,0,0.0
0140232257,0,9.0
014023313X,0,6.545454545454546
0140234217,0,9.0
0140234934,0,0.0
0140235329,0,0.0
0140237194,0,6.0
0140238395,0,0.0
014023876X,0,8.0
0140239731,0,0.0
0140240209,0,0.0
0140240853,0,0.0
0140241744,0,0.0
0140242058,0,0.0
0140243933,0,7.0
0140244328,0,6.0
0140244816,0,5.0
0140244824,0,2.35
0140244948,0,0.0
014024669X,0,6.0
0140248307,0,0.0
0140248927,0,0.0
0140249001,0,8.0
0140249850,0,9.0
0140249990,0,0.0
0140250328,0,6.0
0140250824,0,0.0
0140250832,0,5.0
0140250905,0,0.0
0140250913,0,0.0
0140250948,0,4.0
0140250964,0,8.0
0140251081,0,8.0
0140251480,0,0.0
0140251820,0,0.0
0140252657,0,10.0
0140253483,0,7.0
0140254188,0,4.0
0140254587,0,3.5
0140254749,0,0.0
0140255087,0,0.0
0140255125,0,2.0
0140255842,0,8.0
0140257349,0,6.0
0140257934,0,0.0
0140258345,0,2.0
0140258795,0,4.0
0140258809,0,8.0
0140259112,0,4.333333333333333
0140259708,0,5.0
0140261907,0,7.0
0140263438,0,8.0
0140263500,0,8.0
0140264108,0,0.0
0140264604,0,0.0
0140264795,0,5.666666666666667
0140265988,0,3.2
0140266771,0,3.5
0140266909,0,10.0
0140268626,0,8.0
0140270590,0,0.0
0140271562,0,0.0
0140272038,0,8.0
0140272380,0,0.0
0140272658,0,9.0
0140274154,0,10.0
0140274162,0,0.0
0140274375,0,6.5
0140274782,0,2.6666666666666665
0140274987,0,10.0
0140275010,0,8.0
0140275118,0,0.0
0140275428,0,8.0
0140276157,0,8.0
0140276432,0,7.0
0140276947,0,7.0
0140277439,0,5.0
0140279091,0,9.0
014028009X,0,5.785714285714286
0140280413,0,5.0
0140280553,0,5.714285714285714
0140281630,0,7.5
0140281908,0,8.0
0140282033,0,4.0
0140283404,0,10.0
0140283609,0,0.0
0140286276,0,0.0
014028642X,0,0.0
0140286780,0,10.0
0140287078,0,7.0
0140287442,0,8.0
0140288236,0,0.0
0140289526,0,7.0
0140291911,0,0.0
0140293248,0,6.458333333333333
0140293450,0,5.0
0140293469,0,7.0
0140295577,0,0.0
0140296298,0,6.333333333333333
014029791X,0,7.0
0140298681,0,0.0
0140298924,0,2.5
0140299939,0,8.0
014030410X,0,0.0
0140309284,0,0.0
0140309578,0,10.0
0140319212,0,0.0
014032268X,0,4.0
014032528X,0,0.0
014032724X,0,5.666666666666667
0140328696,0,8.5
014032870X,0,8.0
0140328742,0,0.0
014034294X,0,5.0
0140343385,0,0.0
0140344241,0,0.0
0140346406,0,9.0
0140348107,0,4.0
0140348875,0,7.0
014034893X,0,4.666666666666667
0140350144,0,0.0
0140350160,0,8.0
014036319X,0,0.0
0140366660,0,9.0
0140366695,0,10.0
0140366733,0,7.0
0140366792,0,0.0
0140366849,0,10.0
0140367160,0,8.0
0140367489,0,0.0
0140367527,0,0.0
0140367535,0,8.0
0140367616,0,7.0
0140372520,0,7.0
0140372628,0,8.0
0140373373,0,10.0
0140373896,0,7.0
014037454X,0,10.0
0140374965,0,0.0
0140376283,0,8.0
0140378278,0,4.0
014037972X,0,0.0
