,uid,age,country_id
151,189,31.0,30
152,190,33.0,30
153,191,40.0,9
154,192,60.0,0
155,193,23.0,18
156,194,60.0,0
157,195,23.0,0
158,196,33.0,31
159,197,60.0,6
160,198,21.0,9
161,200,27.0,3
162,201,60.0,701
163,203,60.0,0
164,205,23.0,32
165,206,60.0,20
166,207,60.0,0
167,208,60.0,9
168,209,21.0,31
169,210,54.0,0
170,211,21.0,5
171,212,21.0,33
172,213,60.0,0
173,214,27.0,0
174,215,20.0,6
175,216,42.0,5
176,217,60.0,0
177,218,41.0,18
178,219,60.0,34
179,220,0.0,35
180,222,60.0,0
181,223,60.0,28
182,225,60.0,0
183,226,60.0,0
184,227,60.0,3
185,228,41.0,0
186,229,22.0,18
187,231,60.0,18
188,234,25.0,16
189,235,22.0,2
190,238,23.0,3
191,239,60.0,0
192,240,20.0,4
193,241,60.0,0
194,245,31.0,0
195,246,16.0,36
196,248,15.0,6
197,251,54.0,5
198,252,65.0,37
199,253,28.0,13
200,255,32.0,38
201,256,60.0,0
202,258,60.0,39
203,259,45.0,0
204,260,51.0,0
205,261,45.0,9
206,262,28.0,0
207,263,60.0,0
208,264,23.0,40
209,265,24.0,11
210,266,60.0,6
211,267,29.0,0
212,268,60.0,768
213,270,60.0,9
214,271,22.0,28
215,273,60.0,0
216,274,26.0,13
217,275,60.0,6
218,276,60.0,0
219,277,15.0,4
220,278,21.0,0
221,279,60.0,3
222,280,60.0,0
223,281,31.0,9
224,282,60.0,6
225,283,60.0,0
226,284,35.0,5
227,285,60.0,3
228,286,17.0,0
229,287,60.0,0
230,288,19.0,0
231,289,15.0,0
232,290,60.0,0
233,292,22.0,0
234,293,25.0,6
235,294,60.0,0
236,295,28.0,0
237,296,21.0,5
238,297,27.0,0
239,298,60.0,0
240,299,42.0,20
241,300,60.0,0
242,301,32.0,0
243,302,53.0,0
244,303,60.0,0
245,304,24.0,0
246,305,60.0,0
247,306,60.0,0
248,307,27.0,16
249,308,53.0,41
250,309,30.0,3
251,312,60.0,812
252,314,28.0,29
253,315,60.0,42
254,317,41.0,0
255,318,60.0,818
256,319,32.0,29
257,320,37.0,0
258,321,24.0,28
259,322,60.0,36
260,324,60.0,33
261,325,60.0,21
262,327,60.0,0
263,328,33.0,0
264,329,21.0,28
265,330,60.0,33
266,331,60.0,43
267,332,59.0,0
268,333,23.0,5
269,335,27.0,13
270,336,27.0,5
271,338,60.0,0
272,340,15.0,33
273,341,50.0,20
274,342,28.0,44
275,343,60.0,0
276,344,25.0,3
277,345,27.0,0
278,346,29.0,6
279,347,34.0,6
280,348,60.0,0
281,349,60.0,29
282,350,60.0,13
283,351,60.0,32
284,352,28.0,0
285,353,41.0,5
286,354,60.0,7
287,355,60.0,45
288,358,60.0,0
289,360,33.0,5
290,363,60.0,9
291,365,60.0,13
292,366,60.0,46
293,367,45.0,0
294,368,35.0,0
295,370,60.0,0
296,371,60.0,10
297,373,60.0,47
298,374,45.0,9
299,375,28.0,9
300,377,60.0,31
301,378,57.0,0
302,379,47.0,6
303,380,60.0,0
304,381,60.0,0
305,385,60.0,20
306,386,20.0,23
307,389,22.0,5
308,390,48.0,0
309,391,60.0,0
310,394,25.0,3
311,395,24.0,5
312,396,60.0,42
313,397,50.0,2
314,398,60.0,17
315,399,41.0,44
316,400,60.0,0
317,401,28.0,43
318,402,19.0,3
319,403,60.0,0
320,404,37.0,0
321,405,60.0,9
322,407,60.0,28
323,409,50.0,2
324,410,40.0,3
325,411,27.0,0
326,412,60.0,0
327,414,34.0,0
328,415,60.0,0
329,416,31.0,0
330,417,60.0,0
331,418,60.0,0
332,419,14.0,0
333,420,14.0,4
334,421,47.0,0
335,422,23.0,6
336,423,60.0,3
337,425,32.0,6
338,426,60.0,0
339,427,60.0,4
340,428,60.0,0
341,429,25.0,0
342,434,60.0,0
343,435,60.0,0
344,436,53.0,4
345,437,60.0,6
346,439,60.0,0
347,442,24.0,3
348,443,47.0,0
349,445,60.0,0
350,448,22.0,0
351,449,60.0,0
352,450,31.0,13
353,451,33.0,0
354,452,60.0,0
355,453,60.0,0
356,454,50.0,3
357,455,54.0,6
358,456,31.0,0
359,457,62.0,3
360,458,17.0,0
361,459,37.0,0
362,461,15.0,48
363,462,18.0,0
364,464,24.0,18
365,465,60.0,0
366,466,60.0,0
367,467,60.0,0
368,468,60.0,0
369,469,18.0,0
370,470,0.0,0
371,471,31.0,4
372,473,25.0,33
373,474,60.0,0
374,475,34.0,6
375,477,45.0,0
376,478,13.0,0
377,479,60.0,0
378,480,62.0,0
379,481,60.0,0
380,482,46.0,0
381,484,17.0,0
382,485,51.0,0
383,488,25.0,0
384,490,60.0,0
385,491,26.0,6
386,492,60.0,0
387,495,60.0,0
388,496,51.0,0
389,497,51.0,0
390,498,29.0,0
391,502,47.0,0
392,504,29.0,0
393,506,60.0,6
394,509,60.0,0
395,510,60.0,0
396,511,60.0,0
397,512,58.0,0
398,513,60.0,0
399,514,30.0,0
400,515,24.0,0
401,517,22.0,0
402,519,23.0,3
403,520,60.0,0
404,521,60.0,0
405,522,60.0,6
406,523,19.0,0
407,524,37.0,4
408,525,29.0,20
409,526,35.0,9
410,527,22.0,9
411,528,16.0,48
412,529,28.0,0
413,531,56.0,0
414,532,53.0,43
415,533,31.0,3
416,534,59.0,0
417,535,60.0,13
418,536,20.0,26
419,537,60.0,1037
420,539,60.0,0
421,540,67.0,0
422,541,45.0,0
423,543,27.0,26
424,544,60.0,3
425,545,60.0,0
426,547,60.0,0
427,548,60.0,0
428,549,60.0,0
429,550,60.0,28
430,551,19.0,18
431,553,16.0,29
432,554,60.0,2
433,555,36.0,13
434,556,31.0,0
435,557,49.0,0
436,558,60.0,1058
437,559,60.0,0
438,560,60.0,0
439,561,35.0,0
440,562,0.0,49
441,563,60.0,0
442,568,60.0,50
443,569,28.0,28
444,570,60.0,0
445,571,23.0,14
446,572,23.0,51
447,573,31.0,50
448,574,33.0,5
449,575,23.0,2
450,576,35.0,21
451,577,60.0,23
452,578,60.0,6
453,579,29.0,18
454,580,22.0,5
455,581,45.0,5
456,582,56.0,4
457,583,19.0,52
458,584,23.0,53
459,586,26.0,31
460,587,60.0,13
461,588,60.0,0
462,589,60.0,13
463,590,60.0,9
464,591,42.0,0
465,592,60.0,0
466,593,28.0,6
467,594,60.0,3
468,597,43.0,0
469,598,34.0,54
470,599,36.0,0
471,600,20.0,23
472,601,60.0,6
473,602,23.0,0
474,603,60.0,9
475,604,42.0,0
476,605,60.0,0
477,606,60.0,0
478,607,31.0,11
479,608,30.0,0
480,609,34.0,5
481,610,19.0,5
482,611,24.0,13
483,612,20.0,0
484,613,1.0,32
485,615,29.0,2
486,616,34.0,0
487,617,54.0,2
488,620,45.0,6
489,622,23.0,7
490,624,60.0,14
491,627,60.0,0
492,629,44.0,9
493,630,33.0,20
494,631,60.0,0
495,632,15.0,0
496,633,60.0,9
497,635,24.0,6
498,636,60.0,0
499,637,20.0,48
500,641,60.0,0
501,642,37.0,0
502,644,60.0,0
503,645,60.0,6
504,646,21.0,3
505,647,35.0,4
506,648,60.0,6
507,649,60.0,0
508,650,60.0,0
509,652,60.0,0
510,653,60.0,3
511,654,30.0,6
512,655,58.0,0
513,656,60.0,17
514,658,61.0,0
515,659,60.0,6
516,661,22.0,9
517,662,21.0,6
518,663,49.0,5
519,664,26.0,5
520,665,60.0,42
521,666,60.0,18
522,667,60.0,18
523,668,27.0,18
524,669,24.0,18
525,670,60.0,18
526,671,1.0,55
527,672,60.0,18
528,673,23.0,18
529,674,60.0,18
530,675,60.0,18
531,676,31.0,13
532,677,27.0,0
533,679,65.0,0
534,680,28.0,0
535,681,20.0,56
536,682,44.0,0
537,684,44.0,0
538,686,60.0,28
539,687,35.0,57
540,688,14.0,4
541,689,22.0,20
542,690,80.0,0
543,691,25.0,3
544,692,44.0,0
545,693,58.0,0
546,694,60.0,0
547,695,60.0,14
548,696,13.0,6
549,697,60.0,6
550,699,60.0,3
551,700,16.0,31
552,701,31.0,0
553,702,53.0,0
554,703,52.0,0
555,704,60.0,0
556,706,60.0,0
557,708,60.0,0
558,710,42.0,7
559,715,60.0,0
560,716,34.0,10
561,718,30.0,0
562,719,52.0,6
563,721,60.0,0
564,722,66.0,0
565,723,60.0,0
566,724,60.0,0
567,725,24.0,2
568,727,40.0,2
569,729,60.0,6
570,731,60.0,0
571,732,60.0,18
572,733,53.0,17
573,734,60.0,9
574,737,60.0,0
575,738,60.0,0
576,740,60.0,0
577,742,60.0,0
578,744,48.0,0
579,745,25.0,9
580,747,60.0,0
581,748,14.0,5
582,749,60.0,0
583,750,36.0,21
584,751,41.0,5
585,752,60.0,0
586,754,33.0,9
587,755,24.0,11
588,756,60.0,0
589,757,29.0,0
590,760,60.0,0
591,761,30.0,11
592,762,23.0,2
593,764,28.0,0
594,765,60.0,0
595,766,52.0,0
596,767,43.0,1267
597,768,60.0,34
598,769,60.0,0
599,770,60.0,23
600,771,38.0,0
601,772,27.0,2
602,773,52.0,58
603,775,28.0,55
604,778,60.0,0
605,779,60.0,6
606,780,60.0,0
607,781,20.0,3
608,783,60.0,0
609,784,39.0,0
610,785,60.0,0
611,787,60.0,0
612,788,60.0,0
613,789,15.0,1289
614,791,60.0,0
615,792,44.0,0
616,793,60.0,0
617,794,47.0,0
618,795,60.0,0
619,796,60.0,0
620,797,60.0,0
621,798,60.0,0
622,800,60.0,0
623,801,51.0,0
624,802,33.0,43
625,803,41.0,5
626,804,38.0,0
627,806,60.0,0
628,807,32.0,9
629,808,60.0,6
630,810,60.0,0
631,812,17.0,6
632,813,42.0,0
633,814,60.0,0
634,815,43.0,6
635,816,32.0,13
636,817,41.0,0
637,820,38.0,0
638,821,33.0,13
639,823,36.0,0
640,825,38.0,0
641,826,65.0,0
642,828,35.0,0
643,829,23.0,0
644,830,57.0,0
645,831,21.0,5
646,832,60.0,3
647,833,60.0,43
648,836,60.0,0
649,837,26.0,0
650,838,71.0,0
651,839,40.0,44
652,840,21.0,5
653,841,24.0,0
654,842,42.0,9
655,844,60.0,0
656,845,25.0,13
657,846,55.0,0
658,847,23.0,5
659,851,60.0,31
660,852,27.0,5
661,854,22.0,1354
662,855,54.0,9
663,856,29.0,5
664,857,25.0,31
665,858,46.0,0
666,859,60.0,0
667,860,26.0,3
668,861,60.0,0
669,862,56.0,0
670,863,73.0,59
671,864,60.0,6
672,865,60.0,0
673,866,23.0,5
674,867,27.0,5
675,868,27.0,5
676,869,30.0,57
677,870,19.0,13
678,871,19.0,0
679,872,22.0,3
680,873,60.0,3
681,874,60.0,0
682,875,32.0,0
683,877,60.0,13
684,879,60.0,0
685,880,60.0,0
686,881,24.0,6
687,883,43.0,0
688,884,60.0,1384
689,887,30.0,0
690,888,60.0,0
691,889,46.0,3
692,890,60.0,0
693,891,60.0,9
694,892,60.0,0
695,893,19.0,13
696,894,22.0,4
697,895,40.0,4
698,897,14.0,4
699,898,60.0,60
700,903,19.0,0
701,904,60.0,0
702,905,60.0,0
703,906,60.0,3
704,907,31.0,0
705,908,60.0,4
706,909,19.0,20
707,910,25.0,0
708,911,40.0,0
709,912,33.0,0
710,917,60.0,0
711,918,52.0,6
712,920,28.0,0
713,922,20.0,6
714,923,21.0,0
715,925,60.0,13
716,926,29.0,2
717,927,16.0,61
718,928,60.0,4
719,930,30.0,0
720,931,43.0,0
721,934,60.0,0
722,935,21.0,33
723,938,55.0,6
724,939,21.0,33
725,940,60.0,0
726,942,29.0,20
727,943,24.0,5
728,946,23.0,3
729,947,60.0,0
730,948,60.0,0
731,949,60.0,6
732,950,60.0,33
733,951,60.0,0
734,952,60.0,0
735,953,22.0,13
736,954,60.0,0
737,955,60.0,1455
738,956,60.0,3
739,957,60.0,38
740,958,78.0,0
741,959,60.0,5
742,960,60.0,56
743,961,60.0,13
744,962,60.0,5
745,963,60.0,6
746,964,60.0,0
747,965,24.0,0
748,966,22.0,62
749,968,25.0,5
750,970,15.0,4
751,971,22.0,19
752,972,60.0,55
753,975,34.0,0
754,976,28.0,4
755,977,60.0,0
756,978,33.0,0
757,979,36.0,3
758,980,23.0,5
759,981,60.0,0
760,982,41.0,0
761,983,60.0,26
762,985,23.0,5
763,986,60.0,0
764,987,60.0,0
765,988,60.0,0
766,990,60.0,0
767,991,62.0,0
768,992,33.0,4
769,993,60.0,9
770,994,60.0,0
771,995,34.0,17
772,997,60.0,0
773,999,21.0,0
774,1001,19.0,4
775,1002,25.0,5
776,1003,60.0,0
777,1004,60.0,3
778,1005,67.0,0
779,1006,59.0,0
780,1007,16.0,0
781,1008,60.0,0
782,1012,60.0,0
783,1013,23.0,0
784,1014,60.0,6
785,1015,18.0,6
786,1016,60.0,0
787,1018,60.0,0
788,1020,60.0,0
789,1022,60.0,0
790,1023,60.0,0
791,1024,60.0,0
792,1026,60.0,0
793,1027,18.0,13
794,1028,57.0,10
795,1029,57.0,0
796,1030,29.0,0
797,1033,60.0,0
798,1034,18.0,7
799,1035,26.0,0
800,1036,25.0,0
801,1037,18.0,0
802,1038,26.0,0
803,1039,38.0,0
804,1041,60.0,0
805,1042,40.0,0
806,1044,34.0,0
807,1045,47.0,0
808,1047,60.0,0
809,1049,34.0,62
810,1050,60.0,0
811,1051,17.0,11
812,1052,31.0,13
813,1053,20.0,0
814,1054,37.0,0
815,1055,30.0,21
816,1057,19.0,3
817,1058,23.0,20
818,1059,47.0,0
819,1061,60.0,0
820,1062,16.0,17
821,1065,60.0,1565
822,1066,59.0,0
823,1067,37.0,0
824,1068,18.0,6
825,1069,60.0,0
826,1070,60.0,0
827,1071,22.0,2
828,1072,47.0,20
829,1073,31.0,13
830,1074,60.0,9
831,1076,20.0,0
832,1077,60.0,0
833,1078,28.0,5
834,1079,60.0,0
835,1080,35.0,0
836,1081,31.0,5
837,1084,60.0,0
838,1085,60.0,0
839,1086,60.0,0
840,1087,46.0,0
841,1088,17.0,0
842,1089,22.0,0
843,1090,49.0,0
844,1091,25.0,5
845,1092,60.0,6
846,1093,60.0,0
847,1094,18.0,0
848,1097,60.0,0
849,1098,60.0,0
850,1099,32.0,0
851,1101,60.0,0
852,1102,28.0,5
853,1103,60.0,1603
854,1104,38.0,31
855,1105,57.0,0
856,1107,60.0,0
857,1109,18.0,0
858,1110,31.0,62
859,1112,60.0,0
860,1114,59.0,17
861,1115,60.0,18
862,1117,61.0,0
863,1119,60.0,3
864,1120,60.0,0
865,1121,60.0,0
866,1122,21.0,0
867,1124,60.0,0
868,1125,18.0,0
869,1126,22.0,5
870,1127,60.0,0
871,1128,61.0,0
872,1130,26.0,63
873,1132,60.0,0
874,1134,60.0,64
875,1135,60.0,9
876,1136,21.0,5
877,1138,60.0,0
878,1139,33.0,5
879,1140,19.0,0
880,1141,26.0,38
881,1142,25.0,47
882,1143,45.0,3
883,1144,21.0,5
884,1145,60.0,6
885,1146,55.0,0
886,1147,60.0,0
887,1148,79.0,0
888,1149,1.0,0
889,1151,22.0,3
890,1152,60.0,0
891,1153,26.0,5
892,1154,60.0,0
893,1156,60.0,7
894,1157,34.0,13
895,1158,60.0,13
896,1159,25.0,5
897,1160,18.0,6
898,1162,31.0,5
899,1163,32.0,5
900,1164,35.0,0
901,1165,60.0,0
902,1171,32.0,0
903,1173,22.0,0
904,1174,32.0,5
905,1175,27.0,13
906,1176,29.0,0
907,1177,60.0,13
908,1178,9.0,9
909,1179,28.0,2
910,1180,23.0,0
911,1181,38.0,65
912,1182,23.0,56
913,1183,49.0,13
914,1185,60.0,0
915,1186,24.0,4
916,1187,23.0,4
917,1188,29.0,0
918,1190,24.0,5
919,1191,34.0,0
920,1194,60.0,13
921,1195,60.0,0
922,1196,28.0,5
923,1197,40.0,9
924,1198,35.0,9
925,1199,28.0,43
926,1201,22.0,0
927,1202,43.0,1702
928,1203,21.0,66
929,1204,60.0,0
930,1205,32.0,6
931,1207,60.0,67
932,1208,60.0,0
933,1209,33.0,0
934,1210,60.0,0
935,1212,24.0,9
936,1213,19.0,43
937,1214,30.0,9
938,1215,17.0,3
939,1216,24.0,0
940,1217,60.0,0
941,1218,27.0,0
942,1220,60.0,20
943,1221,34.0,13
944,1222,60.0,13
945,1224,60.0,68
946,1225,22.0,0
947,1226,14.0,0
948,1227,16.0,48
949,1228,60.0,9
950,1229,60.0,0
951,1230,34.0,20
952,1231,13.0,17
953,1232,50.0,14
954,1233,27.0,13
955,1236,25.0,0
956,1238,42.0,17
957,1239,37.0,32
958,1240,36.0,0
959,1241,60.0,0
960,1243,34.0,0
961,1244,55.0,0
962,1245,60.0,14
963,1246,36.0,0
964,1247,60.0,9
965,1250,44.0,0
966,1251,60.0,0
967,1252,60.0,0
968,1253,22.0,35
969,1255,23.0,5
970,1257,60.0,3
971,1264,60.0,0
972,1265,60.0,1765
973,1266,19.0,0
974,1267,60.0,0
975,1268,60.0,69
976,1269,42.0,0
977,1270,33.0,0
978,1271,64.0,6
979,1272,60.0,2
980,1273,27.0,1773
981,1274,60.0,0
982,1276,60.0,0
983,1277,60.0,4
984,1278,60.0,0
985,1280,34.0,0
986,1281,32.0,3
987,1282,32.0,9
988,1283,26.0,0
989,1284,44.0,0
990,1285,28.0,9
991,1286,60.0,0
992,1287,32.0,0
993,1288,35.0,0
994,1289,103.0,0
995,1290,26.0,2
996,1291,34.0,5
997,1292,60.0,0
998,1293,60.0,0
999,1295,60.0,1795
1000,1298,20.0,0
1001,1299,60.0,2
1002,1300,37.0,0
1003,1301,18.0,44
1004,1302,60.0,3
1005,1304,47.0,0
1006,1305,17.0,0
1007,1306,41.0,1806
1008,1307,60.0,6
1009,1308,60.0,14
1010,1310,60.0,13
1011,1311,60.0,13
1012,1312,23.0,0
1013,1313,30.0,13
1014,1315,60.0,13
1015,1316,18.0,13
1016,1317,63.0,0
1017,1318,33.0,1818
1018,1319,60.0,13
1019,1320,36.0,3
1020,1321,24.0,57
1021,1322,21.0,0
1022,1323,104.0,13
1023,1327,60.0,13
1024,1328,24.0,0
1025,1329,26.0,35
1026,1333,36.0,4
1027,1335,60.0,0
1028,1336,42.0,3
1029,1337,28.0,6
1030,1338,37.0,0
1031,1339,14.0,4
1032,1340,21.0,0
1033,1341,60.0,3
1034,1342,60.0,6
1035,1344,60.0,0
1036,1345,60.0,0
1037,1346,25.0,0
1038,1347,60.0,0
1039,1349,60.0,0
1040,1350,60.0,6
1041,1351,60.0,10
1042,1352,35.0,13
1043,1353,60.0,0
1044,1354,39.0,4
1045,1356,16.0,5
1046,1357,56.0,4
1047,1358,60.0,1858
1048,1359,14.0,0
1049,1360,36.0,0
1050,1362,37.0,5
1051,1363,60.0,0
1052,1364,16.0,6
1053,1365,16.0,0
1054,1366,60.0,0
1055,1367,23.0,4
1056,1369,60.0,6
1057,1370,26.0,0
1058,1371,36.0,0
1059,1373,60.0,70
1060,1374,27.0,0
1061,1375,59.0,0
1062,1376,60.0,0
1063,1379,60.0,13
1064,1380,59.0,6
1065,1381,60.0,3
1066,1382,33.0,0
1067,1383,32.0,4
1068,1384,12.0,0
1069,1385,60.0,0
1070,1386,60.0,0
1071,1387,28.0,0
1072,1388,29.0,5
1073,1391,60.0,0
1074,1392,42.0,3
1075,1393,35.0,5
1076,1394,28.0,43
1077,1396,35.0,0
1078,1397,36.0,0
1079,1400,39.0,0
1080,1401,53.0,0
1081,1402,60.0,0
1082,1403,26.0,0
1083,1404,28.0,9
1084,1405,53.0,0
1085,1406,60.0,0
1086,1407,28.0,5
1087,1408,35.0,0
1088,1410,22.0,0
1089,1411,74.0,0
1090,1413,69.0,0
1091,1414,27.0,14
1092,1415,47.0,0
1093,1417,60.0,0
1094,1418,45.0,0
1095,1419,51.0,0
1096,1420,60.0,0
1097,1422,23.0,5
1098,1423,39.0,3
1099,1425,41.0,14
1100,1426,60.0,0
1101,1427,22.0,0
1102,1428,60.0,31
1103,1429,71.0,0
1104,1430,15.0,32
1105,1431,60.0,0
1106,1432,60.0,0
1107,1433,54.0,0
1108,1434,60.0,0
1109,1437,21.0,0
1110,1438,27.0,6
1111,1440,60.0,0
1112,1441,34.0,5
1113,1443,30.0,4
1114,1444,26.0,10
1115,1445,60.0,13
1116,1446,23.0,5
1117,1447,31.0,5
1118,1449,60.0,13
1119,1450,24.0,42
1120,1451,22.0,5
1121,1452,60.0,14
1122,1453,60.0,0
1123,1454,21.0,11
1124,1455,60.0,0
1125,1456,45.0,14
1126,1457,21.0,0
1127,1458,15.0,1958
1128,1459,60.0,9
1129,1460,34.0,50
1130,1461,0.0,29
1131,1462,15.0,0
1132,1463,60.0,0
1133,1464,59.0,0
1134,1465,15.0,4
1135,1468,20.0,9
1136,1470,60.0,71
1137,1471,60.0,0
1138,1472,60.0,9
1139,1473,60.0,0
1140,1474,60.0,40
1141,1476,33.0,3
1142,1477,60.0,0
1143,1478,25.0,60
1144,1479,30.0,0
1145,1480,60.0,0
1146,1481,22.0,23
1147,1482,43.0,3
1148,1483,33.0,0
1149,1486,75.0,4
1150,1487,23.0,0
1151,1488,60.0,0
1152,1491,22.0,3
1153,1492,31.0,0
1154,1493,60.0,3
1155,1494,25.0,29
1156,1495,53.0,0
1157,1497,20.0,3
1158,1498,60.0,11
1159,1501,35.0,3
1160,1502,60.0,0
1161,1503,60.0,0
1162,1507,26.0,11
1163,1508,60.0,0
1164,1509,48.0,6
1165,1510,60.0,13
1166,1512,60.0,0
1167,1513,40.0,0
1168,1514,60.0,0
1169,1515,27.0,0
1170,1516,31.0,62
1171,1518,60.0,0
1172,1519,61.0,0
1173,1520,60.0,0
1174,1521,60.0,0
1175,1522,46.0,6
1176,1523,60.0,0
1177,1524,60.0,0
1178,1525,29.0,4
1179,1526,60.0,0
1180,1527,27.0,5
1181,1528,22.0,72
1182,1529,60.0,0
1183,1530,26.0,0
1184,1531,42.0,10
1185,1532,34.0,0
1186,1534,60.0,13
1187,1535,69.0,0
1188,1536,30.0,43
1189,1537,26.0,46
1190,1538,29.0,2038
1191,1540,60.0,0
1192,1542,60.0,9
1193,1544,31.0,3
1194,1549,60.0,6
1195,1551,29.0,5
1196,1553,23.0,18
1197,1555,60.0,0
1198,1560,22.0,18
1199,1561,60.0,0
1200,1562,60.0,0
1201,1563,60.0,0
1202,1565,1.0,0
1203,1566,60.0,0
1204,1568,37.0,0
1205,1569,60.0,0
1206,1571,32.0,5
1207,1572,26.0,0
1208,1574,60.0,0
1209,1575,60.0,73
1210,1576,24.0,0
1211,1577,58.0,0
1212,1579,60.0,44
1213,1580,16.0,0
1214,1581,60.0,11
1215,1583,48.0,0
1216,1584,60.0,48
1217,1587,19.0,9
1218,1588,60.0,3
1219,1589,50.0,2089
1220,1590,15.0,0
1221,1592,50.0,0
1222,1593,59.0,0
1223,1594,60.0,4
1224,1595,60.0,0
1225,1598,60.0,62
1226,1600,43.0,6
1227,1601,60.0,0
1228,1602,60.0,0
1229,1603,60.0,0
1230,1604,24.0,0
1231,1605,60.0,31
1232,1606,63.0,0
1233,1607,29.0,0
1234,1609,30.0,6
1235,1610,60.0,0
1236,1611,60.0,0
1237,1612,24.0,9
1238,1613,41.0,17
1239,1614,60.0,23
1240,1616,60.0,0
1241,1617,24.0,0
1242,1619,60.0,0
1243,1620,60.0,0
1244,1621,30.0,3
1245,1622,60.0,0
1246,1623,41.0,0
1247,1624,60.0,0
1248,1625,59.0,0
1249,1626,36.0,0
1250,1627,28.0,11
1251,1628,20.0,44
1252,1629,18.0,6
1253,1630,27.0,2130
1254,1631,60.0,2
1255,1632,60.0,0
1256,1634,33.0,0
1257,1635,27.0,30
1258,1636,34.0,9
1259,1637,24.0,43
1260,1638,18.0,6
1261,1639,60.0,0
1262,1640,33.0,44
1263,1641,22.0,0
1264,1642,25.0,28
1265,1643,24.0,4
1266,1644,22.0,28
1267,1645,22.0,9
1268,1647,60.0,11
1269,1648,67.0,20
1270,1649,41.0,0
1271,1651,36.0,60
1272,1654,60.0,0
1273,1655,48.0,5
1274,1656,29.0,5
1275,1657,59.0,0
1276,1658,60.0,0
1277,1659,41.0,4
1278,1662,25.0,4
1279,1663,60.0,4
1280,1665,60.0,4
1281,1666,20.0,0
1282,1668,60.0,74
1283,1669,51.0,0
1284,1670,47.0,14
1285,1671,20.0,13
1286,1672,18.0,0
1287,1675,60.0,0
1288,1677,14.0,4
1289,1678,21.0,5
1290,1679,60.0,13
1291,1680,35.0,13
1292,1681,47.0,44
1293,1682,60.0,4
1294,1684,60.0,6
1295,1685,38.0,62
1296,1686,1.0,31
1297,1687,47.0,0
1298,1689,60.0,21
1299,1690,60.0,21
1300,1691,50.0,0
1301,1692,60.0,6
1302,1693,45.0,2
1303,1694,26.0,56
1304,1695,69.0,2195
1305,1697,60.0,0
1306,1698,21.0,3
1307,1699,60.0,3
1308,1700,25.0,20
1309,1701,60.0,13
1310,1702,45.0,2202
