User_ID,Country,Age,Country_ID
429,usa,25,0
434,usa,60.0,0
435,usa,60.0,0
439,usa,60.0,0
443,usa,47,0
445,usa,60.0,0
448,usa,22,0
449,usa,60.0,0
451,usa,33,0
452,usa,60.0,0
453,usa,60.0,0
456,usa,31,0
458,usa,17,0
459,usa,37,0
462,usa,18,0
465,usa,60.0,0
466,usa,60.0,0
467,usa,60.0,0
468,usa,60.0,0
469,usa,18,0
470,usa,0,0
474,usa,60.0,0
477,usa,45,0
478,usa,13,0
479,usa,60.0,0
480,usa,62,0
481,usa,60.0,0
482,usa,46,0
484,usa,17,0
485,usa,51,0
488,usa,25,0
490,usa,60.0,0
492,usa,60,0
495,usa,60.0,0
496,usa,51,0
497,usa,51,0
498,usa,29,0
502,usa,47,0
504,usa,29,0
509,usa,60.0,0
510,usa,60.0,0
511,usa,60.0,0
512,usa,58,0
513,usa,60.0,0
514,usa,30,0
515,usa,24,0
517,usa,22,0
520,usa,60.0,0
521,usa,60.0,0
523,usa,19,0
529,usa,28,0
531,usa,56,0
534,usa,59,0
539,usa,60.0,0
540,usa,67,0
541,usa,45,0
545,usa,60.0,0
547,usa,60.0,0
548,usa,60.0,0
549,usa,60.0,0
556,usa,31,0
557,usa,49,0
559,usa,60.0,0
560,usa,60.0,0
561,usa,35,0
563,usa,60.0,0
570,usa,60.0,0
588,usa,60,0
591,usa,42,0
592,usa,60.0,0
597,usa,43,0
599,usa,36,0
602,usa,23,0
604,usa,42,0
605,usa,60.0,0
606,usa,60.0,0
608,usa,30,0
612,usa,20,0
616,usa,34,0
627,usa,60.0,0
631,usa,60.0,0
632,usa,15,0
636,usa,60.0,0
641,usa,60.0,0
642,usa,37,0
644,usa,60.0,0
649,usa,60.0,0
650,usa,60.0,0
652,usa,60.0,0
655,usa,58,0
658,usa,61,0
677,usa,27,0
679,usa,65,0
680,usa,28,0
682,usa,44,0
684,usa,44,0
690,usa,80,0
692,usa,44,0
693,usa,58,0
694,usa,60.0,0
701,usa,31,0
702,usa,53,0
703,usa,52,0
704,usa,60.0,0
706,usa,60.0,0
708,usa,60.0,0
715,usa,60.0,0
718,usa,30,0
721,usa,60.0,0
722,usa,66,0
723,usa,60.0,0
724,usa,60.0,0
731,usa,60.0,0
737,usa,60.0,0
738,usa,60.0,0
740,usa,60.0,0
742,usa,60.0,0
744,usa,48,0
747,usa,60.0,0
749,usa,60.0,0
752,usa,60.0,0
756,usa,60.0,0
757,usa,29,0
760,usa,60.0,0
764,usa,28,0
765,usa,60.0,0
766,usa,52,0
769,usa,60.0,0
771,usa,38,0
778,usa,60.0,0
780,usa,60.0,0
783,usa,60.0,0
784,usa,39,0
785,usa,60.0,0
787,usa,60.0,0
788,usa,60.0,0
791,usa,60.0,0
792,usa,44,0
793,usa,60.0,0
794,usa,47,0
795,usa,60.0,0
796,usa,60.0,0
797,usa,60.0,0
798,usa,60.0,0
800,usa,60.0,0
801,usa,51,0
804,usa,38,0
806,usa,60.0,0
810,usa,60.0,0
813,usa,42,0
814,usa,60.0,0
817,usa,41,0
820,usa,38,0
823,usa,36,0
825,usa,38,0
826,usa,65,0
828,usa,35,0
829,usa,23,0
830,usa,57,0
836,usa,60.0,0
837,usa,26,0
838,usa,71,0
841,usa,24,0
844,usa,60.0,0
846,usa,55,0
858,usa,46,0
859,usa,60.0,0
861,usa,60.0,0
862,usa,56,0
865,usa,60.0,0
871,usa,19,0
874,usa,60.0,0
875,usa,32,0
879,usa,60.0,0
880,usa,60.0,0
883,usa,43,0
887,usa,30,0
888,usa,60.0,0
890,usa,60.0,0
892,usa,60.0,0
903,usa,19,0
904,usa,60.0,0
905,usa,60.0,0
907,usa,31,0
910,usa,25,0
911,usa,40,0
912,usa,33,0
917,usa,60.0,0
920,usa,28,0
923,usa,21,0
930,usa,30,0
931,usa,43,0
934,usa,60.0,0
940,usa,60.0,0
947,usa,60.0,0
948,usa,60.0,0
951,usa,60.0,0
952,usa,60.0,0
954,usa,60.0,0
958,usa,78,0
964,usa,60.0,0
965,usa,24,0
975,usa,34,0
977,usa,60.0,0
978,usa,33,0
981,usa,60.0,0
982,usa,41,0
986,usa,60.0,0
987,usa,60.0,0
988,usa,60.0,0
990,usa,60.0,0
991,usa,62,0
994,usa,60.0,0
997,usa,60.0,0
999,usa,21,0
1003,usa,60.0,0
1005,usa,67,0
1006,usa,59,0
1007,usa,16,0
1008,usa,60.0,0
1012,usa,60.0,0
1013,usa,23,0
1016,usa,60.0,0
1018,usa,60.0,0
1020,usa,60.0,0
1022,usa,60.0,0
1023,usa,60.0,0
1024,usa,60.0,0
1026,usa,60.0,0
1029,usa,57,0
1030,usa,29,0
1033,usa,60.0,0
1035,usa,26,0
1036,usa,25,0
1037,usa,18,0
1038,usa,26,0
1039,usa,38,0
1041,usa,60.0,0
1042,usa,40,0
1044,usa,34,0
1045,usa,47,0
1047,usa,60.0,0
1050,usa,60.0,0
1053,usa,20,0
1054,usa,37,0
1059,usa,47,0
1061,usa,60.0,0
1066,usa,59,0
1067,usa,37,0
1069,usa,60.0,0
1070,usa,60.0,0
1076,usa,20,0
1077,usa,60.0,0
1079,usa,60.0,0
1080,usa,35,0
1084,usa,60.0,0
1085,usa,60.0,0
1086,usa,60.0,0
1087,usa,46,0
1088,usa,17,0
1089,usa,22,0
1090,usa,49,0
1093,usa,60.0,0
1094,usa,18,0
1097,usa,60.0,0
1098,usa,60.0,0
1099,usa,32,0
1101,usa,60.0,0
1105,usa,57,0
1107,usa,60.0,0
1109,usa,18,0
1112,usa,60.0,0
1117,usa,61,0
1120,usa,60.0,0
1121,usa,60.0,0
1122,usa,21,0
1124,usa,60.0,0
1125,usa,18,0
1127,usa,60.0,0
1128,usa,61,0
1132,usa,60.0,0
1138,usa,60.0,0
1140,usa,19,0
1146,usa,55,0
1147,usa,60.0,0
1148,usa,79,0
1149,usa,1,0
1152,usa,60.0,0
1154,usa,60.0,0
1164,usa,35,0
1165,usa,60.0,0
1171,usa,32,0
1173,usa,22,0
1176,usa,29,0
1180,usa,23,0
1185,usa,60.0,0
1188,usa,29,0
1191,usa,34,0
1195,usa,60.0,0
1201,usa,22,0
1204,usa,60.0,0
1208,usa,60.0,0
1209,usa,33,0
1210,usa,60.0,0
1216,usa,24,0
1217,usa,60.0,0
1218,usa,27,0
1225,usa,22,0
1226,usa,14,0
1229,usa,60.0,0
1236,usa,25,0
1240,usa,36,0
1241,usa,60.0,0
1243,usa,34,0
1244,usa,55,0
1246,usa,36,0
1250,usa,44,0
1251,usa,60.0,0
1252,usa,60.0,0
1264,usa,60.0,0
1266,usa,19,0
1267,usa,60.0,0
1269,usa,42,0
1270,usa,33,0
1274,usa,60.0,0
1276,usa,60.0,0
1278,usa,60.0,0
1280,usa,34,0
1283,usa,26,0
1284,usa,44,0
1286,usa,60.0,0
1287,usa,32,0
1288,usa,35,0
1289,usa,103,0
1292,usa,60.0,0
1293,usa,60.0,0
1298,usa,20,0
1300,usa,37,0
1304,usa,47,0
1305,usa,17,0
1312,usa,23,0
1317,usa,63,0
1322,usa,21,0
1328,usa,24,0
1335,usa,60.0,0
1338,usa,37,0
1340,usa,21,0
1344,usa,60.0,0
1345,usa,60.0,0
1346,usa,25,0
1347,usa,60.0,0
1349,usa,60.0,0
1353,usa,60.0,0
1359,usa,14,0
1360,usa,36,0
1363,usa,60.0,0
1365,usa,16,0
1366,usa,60.0,0
1370,usa,26,0
1371,usa,36,0
1374,usa,27,0
1375,usa,59,0
1376,usa,60.0,0
1382,usa,33,0
1384,usa,12,0
1385,usa,60.0,0
1386,usa,60.0,0
1387,usa,28,0
1391,usa,60.0,0
1396,usa,35,0
1397,usa,36,0
1400,usa,39,0
1401,usa,53,0
1402,usa,60.0,0
1403,usa,26,0
1405,usa,53,0
1406,usa,60.0,0
1408,usa,35,0
1410,usa,22,0
1411,usa,74,0
1413,usa,69,0
1415,usa,47,0
1417,usa,60.0,0
1418,usa,45,0
1419,usa,51,0
1420,usa,60.0,0
1426,usa,60.0,0
1427,usa,22,0
1429,usa,71,0
1431,usa,60.0,0
1432,usa,60.0,0
1433,usa,54,0
1434,usa,60.0,0
1437,usa,21,0
1440,usa,60.0,0
1453,usa,60.0,0
1455,usa,60.0,0
1457,usa,21,0
1462,usa,15,0
1463,usa,60.0,0
1464,usa,59,0
1471,usa,60.0,0
1473,usa,60.0,0
1477,usa,60.0,0
1479,usa,30,0
1480,usa,60.0,0
1483,usa,33,0
1487,usa,23,0
1488,usa,60.0,0
1492,usa,31,0
1495,usa,53,0
1502,usa,60.0,0
1503,usa,60.0,0
1508,usa,60.0,0
1512,usa,60.0,0
1513,usa,40,0
1514,usa,60.0,0
1515,usa,27,0
1518,usa,60.0,0
1519,usa,61,0
1520,usa,60.0,0
1521,usa,60.0,0
1523,usa,60.0,0
1524,usa,60.0,0
1526,usa,60.0,0
1529,usa,60.0,0
1530,usa,26,0
1532,usa,34,0
1535,usa,69,0
1540,usa,60.0,0
1555,usa,60.0,0
1561,usa,60.0,0
1562,usa,60.0,0
1563,usa,60.0,0
1565,usa,1,0
1566,usa,60.0,0
1568,usa,37,0
1569,usa,60.0,0
1572,usa,26,0
1574,usa,60.0,0
1576,usa,24,0
1577,usa,58,0
1580,usa,16,0
1583,usa,48,0
1590,usa,15,0
1592,usa,50,0
1593,usa,59,0
1595,usa,60.0,0
1601,usa,60.0,0
1602,usa,60.0,0
1603,usa,60.0,0
1604,usa,24,0
1606,usa,63,0
1607,usa,29,0
1610,usa,60.0,0
1611,usa,60.0,0
1616,usa,60.0,0
1617,usa,24,0
1619,usa,60.0,0
1620,usa,60.0,0
1622,usa,60.0,0
1623,usa,41,0
1624,usa,60.0,0
1625,usa,59,0
1626,usa,36,0
1632,usa,60.0,0
1634,usa,33,0
1639,usa,60.0,0
1641,usa,22,0
1649,usa,41,0
1654,usa,60.0,0
1657,usa,59,0
1658,usa,60.0,0
1666,usa,20,0
1669,usa,51,0
1672,usa,18,0
1675,usa,60.0,0
1687,usa,47,0
1691,usa,50,0
1697,usa,60.0,0
1712,usa,60.0,0
1718,usa,28,0
1723,usa,40,0
1727,usa,60.0,0
1732,usa,32,0
1737,usa,31,0
1738,usa,29,0
1739,usa,60.0,0
1740,usa,28,0
1741,usa,17,0
1742,usa,51,0
1743,usa,17,0
1744,usa,60.0,0
1751,usa,60.0,0
1763,usa,25,0
1775,usa,14,0
1776,usa,60.0,0
1777,usa,19,0
1778,usa,25,0
1779,usa,33,0
1783,usa,60.0,0
1790,usa,25,0
1791,usa,60.0,0
1792,usa,60.0,0
1794,usa,35,0
1795,usa,60.0,0
1796,usa,60.0,0
1800,usa,60.0,0
1801,usa,52,0
1803,usa,48,0
1804,usa,53,0
1820,usa,16,0
1824,usa,18,0
1825,usa,34,0
1832,usa,60.0,0
1836,usa,60.0,0
1837,usa,44,0
1838,usa,60.0,0
1840,usa,21,0
1841,usa,60.0,0
1845,usa,34,0
1852,usa,60.0,0
1853,usa,57,0
1854,usa,60.0,0
1856,usa,29,0
1857,usa,39,0
1861,usa,60.0,0
1862,usa,60.0,0
1864,usa,60.0,0
1866,usa,60.0,0
1870,usa,60,0
1874,usa,36,0
1876,usa,60.0,0
1877,usa,47,0
1879,usa,60.0,0
1883,usa,20,0
1885,usa,27,0
1886,usa,60.0,0
1887,usa,14,0
1889,usa,46,0
1896,usa,60.0,0
1897,usa,58,0
1899,usa,35,0
1909,usa,60.0,0
1911,usa,52,0
1915,usa,60.0,0
1925,usa,42,0
1926,usa,31,0
1927,usa,20,0
1932,usa,34,0
1935,usa,23,0
1936,usa,24,0
1940,usa,34,0
1941,usa,47,0
1942,usa,60.0,0
1946,usa,23,0
1948,usa,34,0
1949,usa,60.0,0
1955,usa,3,0
1957,usa,41,0
1958,usa,23,0
1964,usa,60.0,0
1968,usa,31,0
1971,usa,25,0
1972,usa,20,0
1975,usa,60.0,0
1978,usa,60.0,0
1988,usa,60.0,0
1989,usa,27,0
1991,usa,31,0
1994,usa,60.0,0
1997,usa,16,0
1999,usa,26,0
2011,usa,28,0
2016,usa,60.0,0
2025,usa,27,0
2026,usa,46,0
2027,usa,60.0,0
2031,usa,34,0
2032,usa,29,0
2034,usa,35,0
2035,usa,15,0
2036,usa,49,0
2039,usa,60.0,0
2047,usa,21,0
2052,usa,20,0
2054,usa,25,0
2055,usa,60.0,0
2056,usa,60.0,0
2058,usa,60.0,0
2059,usa,60.0,0
2060,usa,54,0
2063,usa,60.0,0
2069,usa,48,0
2070,usa,22,0
2082,usa,14,0
2088,usa,19,0
2091,usa,27,0
2092,usa,60.0,0
2094,usa,60.0,0
2095,usa,24,0
2096,usa,62,0
2097,usa,60.0,0
2100,usa,60.0,0
2101,usa,30,0
2102,usa,60.0,0
2104,usa,60.0,0
2105,usa,60.0,0
2107,usa,42,0
2111,usa,60.0,0
2114,usa,23,0
2119,usa,60.0,0
2120,usa,16,0
2122,usa,31,0
2125,usa,62,0
2131,usa,25,0
2140,usa,60.0,0
2142,usa,34,0
2143,usa,22,0
2144,usa,22,0
2145,usa,60.0,0
2146,usa,57,0
2147,usa,35,0
2148,usa,60.0,0
2150,usa,60.0,0
2151,usa,60.0,0
2153,usa,30,0
2154,usa,60.0,0
2157,usa,60.0,0
2158,usa,58,0
2159,usa,60.0,0
2161,usa,32,0
2162,usa,18,0
2164,usa,60.0,0
2167,usa,48,0
2169,usa,60.0,0
2176,usa,60.0,0
2177,usa,28,0
2180,usa,18,0
2184,usa,60.0,0
2185,usa,60.0,0
2186,usa,27,0
2187,usa,60.0,0
2191,usa,39,0
2198,usa,60.0,0
2200,usa,34,0
2204,usa,60.0,0
2206,usa,26,0
2207,usa,60.0,0
2219,usa,60.0,0
2229,usa,27,0
2230,usa,44,0
2234,usa,60.0,0
2237,usa,60.0,0
2238,usa,34,0
2239,usa,25,0
2242,usa,60.0,0
2243,usa,60.0,0
2245,usa,60.0,0
2249,usa,60.0,0
2250,usa,60.0,0
2251,usa,76,0
2254,usa,16,0
2257,usa,60.0,0
2258,usa,21,0
2259,usa,27,0
2260,usa,60.0,0
2261,usa,59,0
2262,usa,63,0
2264,usa,33,0
2267,usa,60.0,0
2271,usa,60.0,0
2274,usa,37,0
2275,usa,22,0
2278,usa,16,0
2280,usa,42,0
2282,usa,34,0
2283,usa,18,0
2284,usa,60.0,0
2286,usa,60.0,0
2289,usa,60.0,0
2292,usa,60.0,0
2293,usa,60.0,0
2294,usa,25,0
2297,usa,28,0
2301,usa,24,0
2306,usa,35,0
2307,usa,41,0
2309,usa,18,0
2310,usa,60.0,0
2311,usa,60.0,0
2312,usa,60.0,0
2314,usa,25,0
2318,usa,60.0,0
2319,usa,43,0
2320,usa,21,0
2322,usa,24,0
2323,usa,60.0,0
2327,usa,28,0
2332,usa,60.0,0
2338,usa,57,0
2340,usa,29,0
2344,usa,48,0
2347,usa,55,0
2350,usa,24,0
2357,usa,35,0
2360,usa,60.0,0
2362,usa,58,0
2364,usa,60.0,0
2366,usa,16,0
2367,usa,60.0,0
2368,usa,18,0
2371,usa,22,0
2372,usa,46,0
2376,usa,38,0
2377,usa,32,0
2378,usa,60.0,0
2381,usa,60.0,0
2382,usa,60.0,0
2388,usa,64,0
2393,usa,60.0,0
2395,usa,43,0
2397,usa,60.0,0
2403,usa,41,0
2407,usa,60.0,0
2408,usa,33,0
2409,usa,57,0
2412,usa,60.0,0
2413,usa,25,0
2417,usa,35,0
2419,usa,60.0,0
2424,usa,60.0,0
2426,usa,58,0
2434,usa,60.0,0
2452,usa,60.0,0
2453,usa,60.0,0
2456,usa,54,0
2460,usa,60.0,0
2461,usa,59,0
2463,usa,29,0
2464,usa,25,0
2465,usa,60.0,0
2466,usa,60.0,0
2467,usa,60.0,0
2468,usa,54,0
2470,usa,22,0
2472,usa,35,0
2473,usa,31,0
2475,usa,60.0,0
2481,usa,60.0,0
2483,usa,35,0
2484,usa,60.0,0
2485,usa,60.0,0
2490,usa,60.0,0
2492,usa,60.0,0
2498,usa,60.0,0
2500,usa,60.0,0
2504,usa,60.0,0
2505,usa,61,0
2509,usa,47,0
2510,usa,60.0,0
2519,usa,60.0,0
2521,usa,60.0,0
2528,usa,60.0,0
2532,usa,16,0
2538,usa,55,0
2540,usa,46,0
2541,usa,55,0
2542,usa,54,0
2544,usa,60.0,0
2551,usa,60.0,0
2555,usa,60.0,0
2556,usa,60.0,0
2560,usa,48,0
2570,usa,60.0,0
2573,usa,55,0
2575,usa,35,0
2577,usa,59,0
2587,usa,49,0
2588,usa,60.0,0
2593,usa,34,0
2602,usa,60.0,0
2604,usa,22,0
2605,usa,33,0
2607,usa,60.0,0
2608,usa,17,0
2611,usa,60.0,0
2613,usa,60.0,0
2616,usa,60.0,0
2619,usa,60.0,0
2621,usa,60.0,0
2624,usa,60.0,0
2626,usa,60.0,0
2627,usa,41,0
2629,usa,60.0,0
2631,usa,18,0
2632,usa,47,0
2635,usa,60.0,0
2636,usa,32,0
2641,usa,28,0
2642,usa,60.0,0
2644,usa,60.0,0
2645,usa,34,0
2646,usa,60.0,0
2647,usa,60.0,0
2648,usa,60.0,0
2649,usa,56,0
2650,usa,60.0,0
2651,usa,60.0,0
2654,usa,60.0,0
2657,usa,60.0,0
2659,usa,39,0
2668,usa,60.0,0
2670,usa,60.0,0
2673,usa,60.0,0
2675,usa,35,0
2676,usa,34,0
2680,usa,60.0,0
2683,usa,17,0
2686,usa,24,0
2690,usa,35,0
2692,usa,60.0,0
2700,usa,29,0
2706,usa,60.0,0
2710,usa,60.0,0
2715,usa,60.0,0
2722,usa,51,0
2730,usa,34,0
2735,usa,47,0
2736,usa,44,0
2737,usa,19,0
2739,usa,27,0
2741,usa,60.0,0
2742,usa,37,0
2744,usa,60.0,0
2751,usa,21,0
2752,usa,60.0,0
2754,usa,60.0,0
2755,usa,51,0
2758,usa,54,0
2759,usa,60.0,0
2761,usa,60.0,0
2771,usa,56,0
2773,usa,36,0
2774,usa,28,0
2775,usa,60.0,0
2777,usa,73,0
2778,usa,60.0,0
2791,usa,60.0,0
2794,usa,60.0,0
2795,usa,41,0
2796,usa,32,0
2797,usa,60.0,0
2804,usa,53,0
2813,usa,60.0,0
2814,usa,60.0,0
2828,usa,26,0
2832,usa,60.0,0
2833,usa,47,0
2834,usa,60.0,0
2835,usa,60.0,0
2836,usa,60.0,0
2838,usa,44,0
2839,usa,60.0,0
2841,usa,38,0
2844,usa,60.0,0
2845,usa,54,0
2848,usa,26,0
2850,usa,60.0,0
2851,usa,60.0,0
2852,usa,59,0
2856,usa,29,0
2857,usa,29,0
2865,usa,25,0
2866,usa,15,0
2870,usa,60.0,0
2872,usa,60.0,0
2874,usa,19,0
2876,usa,22,0
2877,usa,39,0
2878,usa,41,0
2880,usa,60.0,0
2884,usa,60.0,0
2885,usa,33,0
2887,usa,53,0
2889,usa,60.0,0
2899,usa,46,0
2901,usa,60.0,0
2922,usa,20,0
2926,usa,25,0
2927,usa,60.0,0
2928,usa,25,0
2929,usa,49,0
2930,usa,60.0,0
2934,usa,28,0
2937,usa,60.0,0
2938,usa,43,0
2940,usa,60.0,0
2947,usa,63,0
2949,usa,60.0,0
2951,usa,32,0
2952,usa,23,0
2956,usa,60.0,0
2958,usa,60.0,0
2959,usa,58,0
2961,usa,32,0
2963,usa,60.0,0
2964,usa,60.0,0
2965,usa,50,0
2966,usa,60.0,0
2967,usa,29,0
2970,usa,46,0
2972,usa,60,0
2973,usa,60.0,0
2975,usa,28,0
2987,usa,45,0
2992,usa,60.0,0
2993,usa,60.0,0
2995,usa,61,0
2998,usa,60.0,0
3000,usa,17,0
3001,usa,41,0
3005,usa,60.0,0
3008,usa,17,0
3010,usa,34,0
3016,usa,35,0
3019,usa,24,0
3021,usa,60.0,0
3022,usa,60.0,0
3024,usa,34,0
3025,usa,27,0
3030,usa,60.0,0
3031,usa,60.0,0
3034,usa,45,0
3037,usa,28,0
3041,usa,15,0
3042,usa,23,0
3048,usa,60.0,0
3050,usa,29,0
3052,usa,31,0
3054,usa,60.0,0
3060,usa,60.0,0
3061,usa,19,0
3062,usa,60.0,0
3067,usa,60.0,0
3070,usa,29,0
3071,usa,60.0,0
3076,usa,60,0
3079,usa,60.0,0
3080,usa,62,0
3082,usa,47,0
3083,usa,56,0
3087,usa,20,0
3090,usa,23,0
3093,usa,46,0
3105,usa,42,0
3106,usa,60.0,0
3109,usa,60.0,0
3112,usa,33,0
3118,usa,60.0,0
3120,usa,20,0
3121,usa,46,0
3122,usa,27,0
3123,usa,60.0,0
3124,usa,60.0,0
3128,usa,27,0
3129,usa,60.0,0
3130,usa,35,0
3131,usa,30,0
3132,usa,18,0
3133,usa,34,0
3134,usa,40,0
3135,usa,28,0
3137,usa,26,0
3138,usa,33,0
3140,usa,34,0
3143,usa,60.0,0
3144,usa,32,0
3146,usa,60.0,0
3147,usa,36,0
3148,usa,60.0,0
3149,usa,60.0,0
3151,usa,60.0,0
3155,usa,60.0,0
3156,usa,30,0
3157,usa,60.0,0
3160,usa,23,0
3162,usa,60.0,0
3164,usa,34,0
3169,usa,32,0
3170,usa,60.0,0
3172,usa,32,0
3174,usa,24,0
3176,usa,30,0
3188,usa,29,0
3194,usa,20,0
3225,usa,53,0
3228,usa,60.0,0
3229,usa,39,0
3230,usa,18,0
3231,usa,57,0
3233,usa,22,0
3239,usa,20,0
3245,usa,60.0,0
3250,usa,60.0,0
3252,usa,17,0
3254,usa,52,0
3256,usa,27,0
3268,usa,60.0,0
3270,usa,21,0
3271,usa,47,0
3272,usa,60.0,0
3277,usa,36,0
3278,usa,31,0
3280,usa,60.0,0
3281,usa,53,0
3286,usa,43,0
3288,usa,60.0,0
3292,usa,29,0
3295,usa,32,0
3296,usa,63,0
3299,usa,60.0,0
3300,usa,49,0
3301,usa,60.0,0
3308,usa,60.0,0
3309,usa,60.0,0
3312,usa,22,0
3313,usa,61,0
3314,usa,60.0,0
3317,usa,20,0
3318,usa,54,0
3325,usa,60.0,0
3328,usa,60.0,0
3330,usa,49,0
3333,usa,60.0,0
3338,usa,60.0,0
3339,usa,34,0
3342,usa,21,0
3348,usa,60.0,0
3356,usa,60.0,0
3358,usa,58,0
3359,usa,21,0
3362,usa,60.0,0
3369,usa,60,0
3370,usa,29,0
3375,usa,60.0,0
3377,usa,27,0
3380,usa,45,0
3393,usa,55,0
3401,usa,60.0,0
3407,usa,49,0
3409,usa,16,0
3410,usa,60.0,0
3411,usa,20,0
3417,usa,60.0,0
3419,usa,53,0
3420,usa,18,0
3421,usa,60.0,0
3429,usa,19,0
3431,usa,18,0
3439,usa,24,0
3440,usa,60.0,0
3441,usa,60.0,0
3443,usa,60.0,0
3445,usa,45,0
3446,usa,47,0
3453,usa,60.0,0
3454,usa,36,0
3456,usa,60.0,0
3457,usa,60.0,0
3468,usa,60.0,0
3470,usa,23,0
3473,usa,60.0,0
3475,usa,35,0
3478,usa,36,0
3482,usa,60.0,0
3483,usa,60.0,0
3484,usa,60.0,0
3486,usa,41,0
3487,usa,60.0,0
3495,usa,60.0,0
3496,usa,60.0,0
3498,usa,60.0,0
3499,usa,60.0,0
3500,usa,55,0
3501,usa,60.0,0
3503,usa,23,0
3505,usa,30,0
3507,usa,60.0,0
3510,usa,57,0
3511,usa,42,0
3514,usa,22,0
3518,usa,60.0,0
3520,usa,20,0
3522,usa,34,0
3524,usa,60.0,0
3526,usa,28,0
3531,usa,40,0
3532,usa,60.0,0
3540,usa,60.0,0
3547,usa,60.0,0
3548,usa,60.0,0
3551,usa,60.0,0
3554,usa,11,0
3558,usa,56,0
3560,usa,60.0,0
3563,usa,60.0,0
3566,usa,42,0
3568,usa,60.0,0
3572,usa,26,0
3573,usa,32,0
3574,usa,31,0
3575,usa,35,0
3576,usa,33,0
3577,usa,60.0,0
3582,usa,60.0,0
3585,usa,27,0
3586,usa,46,0
3587,usa,60.0,0
3588,usa,60.0,0
3589,usa,34,0
3590,usa,60.0,0
3591,usa,30,0
3592,usa,18,0
3600,usa,60.0,0
3602,usa,22,0
3603,usa,34,0
3604,usa,26,0
3606,usa,28,0
3607,usa,48,0
3609,usa,60.0,0
3610,usa,60.0,0
3611,usa,0,0
3616,usa,33,0
3619,usa,60.0,0
3620,usa,29,0
3621,usa,23,0
3624,usa,60.0,0
3627,usa,60.0,0
3631,usa,60.0,0
3634,usa,60.0,0
3637,usa,60.0,0
3638,usa,30,0
3641,usa,34,0
3642,usa,60.0,0
3644,usa,43,0
3646,usa,27,0
3650,usa,37,0
3657,usa,22,0
3658,usa,47,0
3661,usa,60.0,0
3662,usa,60.0,0
3664,usa,60.0,0
3665,usa,34,0
3666,usa,26,0
3667,usa,60.0,0
3668,usa,25,0
3671,usa,60.0,0
3672,usa,39,0
