User_ID,Country,Age,Cluster
907,usa,31,0
910,usa,25,1
911,usa,40,0
912,usa,33,0
917,usa,59,2
920,usa,28,1
923,usa,21,1
930,usa,30,1
931,usa,43,0
934,usa,59,2
940,usa,59,2
947,usa,59,2
948,usa,59,2
951,usa,59,2
952,usa,59,2
954,usa,59,2
958,usa,78,2
964,usa,59,2
965,usa,24,1
975,usa,34,0
977,usa,59,2
978,usa,33,0
981,usa,59,2
982,usa,41,0
986,usa,59,2
987,usa,59,2
988,usa,59,2
990,usa,59,2
991,usa,62,2
994,usa,59,2
997,usa,59,2
999,usa,21,1
1003,usa,59,2
1005,usa,67,2
1006,usa,59,2
1007,usa,16,1
1008,usa,59,2
1012,usa,59,2
1013,usa,23,1
1016,usa,59,2
1018,usa,59,2
1020,usa,59,2
1022,usa,59,2
1023,usa,59,2
1024,usa,59,2
1026,usa,59,2
1029,usa,57,2
1030,usa,29,1
1033,usa,59,2
1035,usa,26,1
1036,usa,25,1
1037,usa,18,1
1038,usa,26,1
1039,usa,38,0
1041,usa,59,2
1042,usa,40,0
1044,usa,34,0
1045,usa,47,0
1047,usa,59,2
1050,usa,59,2
1053,usa,20,1
1054,usa,37,0
1059,usa,47,0
1061,usa,59,2
1066,usa,59,2
1067,usa,37,0
1069,usa,59,2
1070,usa,59,2
1076,usa,20,1
1077,usa,59,2
1079,usa,59,2
1080,usa,35,0
1084,usa,59,2
1085,usa,59,2
1086,usa,59,2
1087,usa,46,0
1088,usa,17,1
1089,usa,22,1
1090,usa,49,2
1093,usa,59,2
1094,usa,18,1
1097,usa,59,2
1098,usa,59,2
1099,usa,32,0
1101,usa,59,2
1105,usa,57,2
1107,usa,59,2
1109,usa,18,1
1112,usa,59,2
1117,usa,61,2
1120,usa,59,2
1121,usa,59,2
1122,usa,21,1
1124,usa,59,2
1125,usa,18,1
1127,usa,59,2
1128,usa,61,2
1132,usa,59,2
1138,usa,59,2
1140,usa,19,1
1146,usa,55,2
1147,usa,59,2
1148,usa,79,2
1149,usa,1,1
1152,usa,59,2
1154,usa,59,2
1164,usa,35,0
1165,usa,59,2
1171,usa,32,0
1173,usa,22,1
1176,usa,29,1
1180,usa,23,1
1185,usa,59,2
1188,usa,29,1
1191,usa,34,0
1195,usa,59,2
1201,usa,22,1
1204,usa,59,2
1208,usa,59,2
1209,usa,33,0
1210,usa,59,2
1216,usa,24,1
1217,usa,59,2
1218,usa,27,1
1225,usa,22,1
1226,usa,14,1
1229,usa,59,2
1236,usa,25,1
1240,usa,36,0
1241,usa,59,2
1243,usa,34,0
1244,usa,55,2
1246,usa,36,0
1250,usa,44,0
1251,usa,59,2
1252,usa,59,2
1264,usa,59,2
1266,usa,19,1
1267,usa,59,2
1269,usa,42,0
1270,usa,33,0
1274,usa,59,2
1276,usa,59,2
1278,usa,59,2
1280,usa,34,0
1283,usa,26,1
1284,usa,44,0
1286,usa,59,2
1287,usa,32,0
1288,usa,35,0
1289,usa,103,2
1292,usa,59,2
1293,usa,59,2
1298,usa,20,1
1300,usa,37,0
1304,usa,47,0
1305,usa,17,1
1312,usa,23,1
1317,usa,63,2
1322,usa,21,1
1328,usa,24,1
1335,usa,59,2
1338,usa,37,0
1340,usa,21,1
1344,usa,59,2
1345,usa,59,2
1346,usa,25,1
1347,usa,59,2
1349,usa,59,2
1353,usa,59,2
1359,usa,14,1
1360,usa,36,0
1363,usa,59,2
1365,usa,16,1
1366,usa,59,2
1370,usa,26,1
1371,usa,36,0
1374,usa,27,1
1375,usa,59,2
1376,usa,59,2
1382,usa,33,0
1384,usa,12,1
1385,usa,59,2
1386,usa,59,2
1387,usa,28,1
1391,usa,59,2
1396,usa,35,0
1397,usa,36,0
1400,usa,39,0
1401,usa,53,2
1402,usa,59,2
1403,usa,26,1
1405,usa,53,2
1406,usa,59,2
1408,usa,35,0
1410,usa,22,1
1411,usa,74,2
1413,usa,69,2
1415,usa,47,0
1417,usa,59,2
1418,usa,45,0
1419,usa,51,2
1420,usa,59,2
1426,usa,59,2
1427,usa,22,1
1429,usa,71,2
1431,usa,59,2
1432,usa,59,2
1433,usa,54,2
1434,usa,59,2
1437,usa,21,1
1440,usa,59,2
1453,usa,59,2
1455,usa,59,2
1457,usa,21,1
1462,usa,15,1
1463,usa,59,2
1464,usa,59,2
1471,usa,59,2
1473,usa,59,2
1477,usa,59,2
1479,usa,30,1
1480,usa,59,2
1483,usa,33,0
1487,usa,23,1
1488,usa,59,2
1492,usa,31,0
1495,usa,53,2
1502,usa,59,2
1503,usa,59,2
1508,usa,59,2
1512,usa,59,2
1513,usa,40,0
1514,usa,59,2
1515,usa,27,1
1518,usa,59,2
1519,usa,61,2
1520,usa,59,2
1521,usa,59,2
1523,usa,59,2
1524,usa,59,2
1526,usa,59,2
1529,usa,59,2
1530,usa,26,1
1532,usa,34,0
1535,usa,69,2
1540,usa,59,2
1555,usa,59,2
1561,usa,59,2
1562,usa,59,2
1563,usa,59,2
1565,usa,1,1
1566,usa,59,2
1568,usa,37,0
1569,usa,59,2
1572,usa,26,1
1574,usa,59,2
1576,usa,24,1
1577,usa,58,2
1580,usa,16,1
1583,usa,48,0
1590,usa,15,1
1592,usa,50,2
1593,usa,59,2
1595,usa,59,2
1601,usa,59,2
1602,usa,59,2
1603,usa,59,2
1604,usa,24,1
1606,usa,63,2
1607,usa,29,1
1610,usa,59,2
1611,usa,59,2
1616,usa,59,2
1617,usa,24,1
1619,usa,59,2
1620,usa,59,2
1622,usa,59,2
1623,usa,41,0
1624,usa,59,2
1625,usa,59,2
1626,usa,36,0
1632,usa,59,2
1634,usa,33,0
1639,usa,59,2
1641,usa,22,1
1649,usa,41,0
1654,usa,59,2
1657,usa,59,2
1658,usa,59,2
1666,usa,20,1
1669,usa,51,2
1672,usa,18,1
1675,usa,59,2
1687,usa,47,0
1691,usa,50,2
1697,usa,59,2
1712,usa,59,2
1718,usa,28,1
1723,usa,40,0
1727,usa,59,2
1732,usa,32,0
1737,usa,31,0
1738,usa,29,1
1739,usa,59,2
1740,usa,28,1
1741,usa,17,1
1742,usa,51,2
1743,usa,17,1
1744,usa,59,2
1751,usa,59,2
1763,usa,25,1
1775,usa,14,1
1776,usa,59,2
1777,usa,19,1
1778,usa,25,1
1779,usa,33,0
1783,usa,59,2
1790,usa,25,1
1791,usa,59,2
1792,usa,59,2
1794,usa,35,0
1795,usa,59,2
1796,usa,59,2
1800,usa,59,2
1801,usa,52,2
1803,usa,48,0
1804,usa,53,2
1820,usa,16,1
1824,usa,18,1
1825,usa,34,0
1832,usa,59,2
1836,usa,59,2
1837,usa,44,0
1838,usa,59,2
1840,usa,21,1
1841,usa,59,2
1845,usa,34,0
1852,usa,59,2
1853,usa,57,2
1854,usa,59,2
1856,usa,29,1
1857,usa,39,0
1861,usa,59,2
1862,usa,59,2
1864,usa,59,2
1866,usa,59,2
1870,usa,60,2
1874,usa,36,0
1876,usa,59,2
1877,usa,47,0
1879,usa,59,2
1883,usa,20,1
1885,usa,27,1
1886,usa,59,2
1887,usa,14,1
1889,usa,46,0
1896,usa,59,2
1897,usa,58,2
1899,usa,35,0
1909,usa,59,2
1911,usa,52,2
1915,usa,59,2
1925,usa,42,0
1926,usa,31,0
1927,usa,20,1
1932,usa,34,0
1935,usa,23,1
1936,usa,24,1
1940,usa,34,0
1941,usa,47,0
1942,usa,59,2
1946,usa,23,1
1948,usa,34,0
1949,usa,59,2
1955,usa,3,1
1957,usa,41,0
1958,usa,23,1
1964,usa,59,2
1968,usa,31,0
1971,usa,25,1
1972,usa,20,1
1975,usa,59,2
1978,usa,59,2
1988,usa,59,2
1989,usa,27,1
1991,usa,31,0
1994,usa,59,2
1997,usa,16,1
1999,usa,26,1
2011,usa,28,1
2016,usa,59,2
2025,usa,27,1
2026,usa,46,0
2027,usa,59,2
2031,usa,34,0
2032,usa,29,1
2034,usa,35,0
2035,usa,15,1
2036,usa,49,2
2039,usa,59,2
2047,usa,21,1
2052,usa,20,1
2054,usa,25,1
2055,usa,59,2
2056,usa,59,2
2058,usa,59,2
2059,usa,59,2
2060,usa,54,2
2063,usa,59,2
2069,usa,48,0
2070,usa,22,1
2082,usa,14,1
2088,usa,19,1
2091,usa,27,1
2092,usa,59,2
2094,usa,59,2
2095,usa,24,1
2096,usa,62,2
2097,usa,59,2
2100,usa,59,2
2101,usa,30,1
2102,usa,59,2
2104,usa,59,2
2105,usa,59,2
2107,usa,42,0
2111,usa,59,2
2114,usa,23,1
2119,usa,59,2
2120,usa,16,1
2122,usa,31,0
2125,usa,62,2
2131,usa,25,1
2140,usa,59,2
2142,usa,34,0
2143,usa,22,1
2144,usa,22,1
2145,usa,59,2
2146,usa,57,2
2147,usa,35,0
2148,usa,59,2
2150,usa,59,2
2151,usa,59,2
2153,usa,30,1
2154,usa,59,2
2157,usa,59,2
2158,usa,58,2
2159,usa,59,2
2161,usa,32,0
2162,usa,18,1
2164,usa,59,2
2167,usa,48,0
2169,usa,59,2
2176,usa,59,2
2177,usa,28,1
2180,usa,18,1
2184,usa,59,2
2185,usa,59,2
2186,usa,27,1
2187,usa,59,2
2191,usa,39,0
2198,usa,59,2
2200,usa,34,0
2204,usa,59,2
2206,usa,26,1
2207,usa,59,2
2219,usa,59,2
2229,usa,27,1
2230,usa,44,0
2234,usa,59,2
2237,usa,59,2
2238,usa,34,0
2239,usa,25,1
2242,usa,59,2
2243,usa,59,2
2245,usa,59,2
2249,usa,59,2
2250,usa,59,2
2251,usa,76,2
2254,usa,16,1
2257,usa,59,2
2258,usa,21,1
2259,usa,27,1
2260,usa,59,2
2261,usa,59,2
2262,usa,63,2
2264,usa,33,0
2267,usa,59,2
2271,usa,59,2
2274,usa,37,0
2275,usa,22,1
2278,usa,16,1
2280,usa,42,0
2282,usa,34,0
2283,usa,18,1
2284,usa,59,2
2286,usa,59,2
2289,usa,59,2
2292,usa,59,2
2293,usa,59,2
2294,usa,25,1
2297,usa,28,1
2301,usa,24,1
2306,usa,35,0
2307,usa,41,0
2309,usa,18,1
2310,usa,59,2
2311,usa,59,2
2312,usa,59,2
2314,usa,25,1
2318,usa,59,2
2319,usa,43,0
2320,usa,21,1
2322,usa,24,1
2323,usa,59,2
2327,usa,28,1
2332,usa,59,2
2338,usa,57,2
2340,usa,29,1
2344,usa,48,0
2347,usa,55,2
2350,usa,24,1
2357,usa,35,0
2360,usa,59,2
2362,usa,58,2
2364,usa,59,2
2366,usa,16,1
2367,usa,59,2
2368,usa,18,1
2371,usa,22,1
2372,usa,46,0
2376,usa,38,0
2377,usa,32,0
2378,usa,59,2
2381,usa,59,2
2382,usa,59,2
2388,usa,64,2
2393,usa,59,2
2395,usa,43,0
2397,usa,59,2
2403,usa,41,0
2407,usa,59,2
2408,usa,33,0
2409,usa,57,2
2412,usa,59,2
2413,usa,25,1
2417,usa,35,0
2419,usa,59,2
2424,usa,59,2
2426,usa,58,2
2434,usa,59,2
2452,usa,59,2
2453,usa,59,2
2456,usa,54,2
2460,usa,59,2
2461,usa,59,2
2463,usa,29,1
2464,usa,25,1
2465,usa,59,2
2466,usa,59,2
2467,usa,59,2
2468,usa,54,2
2470,usa,22,1
2472,usa,35,0
2473,usa,31,0
2475,usa,59,2
2481,usa,59,2
2483,usa,35,0
2484,usa,59,2
2485,usa,59,2
2490,usa,59,2
2492,usa,59,2
2498,usa,59,2
2500,usa,59,2
2504,usa,59,2
2505,usa,61,2
2509,usa,47,0
2510,usa,59,2
2519,usa,59,2
2521,usa,59,2
2528,usa,59,2
2532,usa,16,1
2538,usa,55,2
2540,usa,46,0
2541,usa,55,2
2542,usa,54,2
2544,usa,59,2
2551,usa,59,2
2555,usa,59,2
2556,usa,59,2
2560,usa,48,0
2570,usa,59,2
2573,usa,55,2
2575,usa,35,0
2577,usa,59,2
2587,usa,49,2
2588,usa,59,2
2593,usa,34,0
2602,usa,59,2
2604,usa,22,1
2605,usa,33,0
2607,usa,59,2
2608,usa,17,1
2611,usa,59,2
2613,usa,59,2
2616,usa,59,2
2619,usa,59,2
2621,usa,59,2
2624,usa,59,2
2626,usa,59,2
2627,usa,41,0
2629,usa,59,2
2631,usa,18,1
2632,usa,47,0
2635,usa,59,2
2636,usa,32,0
2641,usa,28,1
2642,usa,59,2
2644,usa,59,2
2645,usa,34,0
2646,usa,59,2
2647,usa,59,2
2648,usa,59,2
2649,usa,56,2
2650,usa,59,2
2651,usa,59,2
2654,usa,59,2
2657,usa,59,2
2659,usa,39,0
2668,usa,59,2
2670,usa,59,2
2673,usa,59,2
2675,usa,35,0
2676,usa,34,0
2680,usa,59,2
2683,usa,17,1
2686,usa,24,1
2690,usa,35,0
2692,usa,59,2
2700,usa,29,1
2706,usa,59,2
2710,usa,59,2
2715,usa,59,2
2722,usa,51,2
2730,usa,34,0
2735,usa,47,0
2736,usa,44,0
2737,usa,19,1
2739,usa,27,1
2741,usa,59,2
2742,usa,37,0
2744,usa,59,2
2751,usa,21,1
2752,usa,59,2
2754,usa,59,2
2755,usa,51,2
2758,usa,54,2
2759,usa,59,2
2761,usa,59,2
2771,usa,56,2
2773,usa,36,0
2774,usa,28,1
2775,usa,59,2
2777,usa,73,2
2778,usa,59,2
2791,usa,59,2
2794,usa,59,2
2795,usa,41,0
2796,usa,32,0
2797,usa,59,2
2804,usa,53,2
2813,usa,59,2
2814,usa,59,2
2828,usa,26,1
2832,usa,59,2
2833,usa,47,0
2834,usa,59,2
2835,usa,59,2
2836,usa,59,2
2838,usa,44,0
2839,usa,59,2
2841,usa,38,0
2844,usa,59,2
2845,usa,54,2
2848,usa,26,1
2850,usa,59,2
2851,usa,59,2
2852,usa,59,2
2856,usa,29,1
2857,usa,29,1
2865,usa,25,1
2866,usa,15,1
2870,usa,59,2
2872,usa,59,2
2874,usa,19,1
2876,usa,22,1
2877,usa,39,0
2878,usa,41,0
2880,usa,59,2
2884,usa,59,2
2885,usa,33,0
2887,usa,53,2
2889,usa,59,2
2899,usa,46,0
2901,usa,59,2
2922,usa,20,1
2926,usa,25,1
2927,usa,59,2
2928,usa,25,1
2929,usa,49,2
2930,usa,59,2
2934,usa,28,1
2937,usa,59,2
2938,usa,43,0
2940,usa,59,2
2947,usa,63,2
2949,usa,59,2
2951,usa,32,0
2952,usa,23,1
2956,usa,59,2
2958,usa,59,2
2959,usa,58,2
2961,usa,32,0
2963,usa,59,2
2964,usa,59,2
2965,usa,50,2
2966,usa,59,2
2967,usa,29,1
2970,usa,46,0
2972,usa,60,2
2973,usa,59,2
2975,usa,28,1
2987,usa,45,0
2992,usa,59,2
2993,usa,59,2
2995,usa,61,2
2998,usa,59,2
3000,usa,17,1
3001,usa,41,0
3005,usa,59,2
3008,usa,17,1
3010,usa,34,0
3016,usa,35,0
3019,usa,24,1
3021,usa,59,2
3022,usa,59,2
3024,usa,34,0
3025,usa,27,1
3030,usa,59,2
3031,usa,59,2
3034,usa,45,0
3037,usa,28,1
3041,usa,15,1
3042,usa,23,1
3048,usa,59,2
3050,usa,29,1
3052,usa,31,0
3054,usa,59,2
3060,usa,59,2
3061,usa,19,1
3062,usa,59,2
3067,usa,59,2
3070,usa,29,1
3071,usa,59,2
3076,usa,60,2
3079,usa,59,2
3080,usa,62,2
3082,usa,47,0
3083,usa,56,2
3087,usa,20,1
3090,usa,23,1
3093,usa,46,0
3105,usa,42,0
3106,usa,59,2
3109,usa,59,2
3112,usa,33,0
3118,usa,59,2
3120,usa,20,1
3121,usa,46,0
3122,usa,27,1
3123,usa,59,2
3124,usa,59,2
3128,usa,27,1
3129,usa,59,2
3130,usa,35,0
3131,usa,30,1
3132,usa,18,1
3133,usa,34,0
3134,usa,40,0
3135,usa,28,1
3137,usa,26,1
3138,usa,33,0
3140,usa,34,0
3143,usa,59,2
3144,usa,32,0
3146,usa,59,2
3147,usa,36,0
3148,usa,59,2
3149,usa,59,2
3151,usa,59,2
3155,usa,59,2
3156,usa,30,1
3157,usa,59,2
3160,usa,23,1
3162,usa,59,2
3164,usa,34,0
3169,usa,32,0
3170,usa,59,2
3172,usa,32,0
3174,usa,24,1
3176,usa,30,1
3188,usa,29,1
3194,usa,20,1
3225,usa,53,2
3228,usa,59,2
3229,usa,39,0
3230,usa,18,1
3231,usa,57,2
3233,usa,22,1
3239,usa,20,1
3245,usa,59,2
3250,usa,59,2
3252,usa,17,1
3254,usa,52,2
3256,usa,27,1
3268,usa,59,2
3270,usa,21,1
3271,usa,47,0
3272,usa,59,2
3277,usa,36,0
3278,usa,31,0
3280,usa,59,2
3281,usa,53,2
3286,usa,43,0
3288,usa,59,2
3292,usa,29,1
3295,usa,32,0
3296,usa,63,2
3299,usa,59,2
3300,usa,49,2
3301,usa,59,2
3308,usa,59,2
3309,usa,59,2
3312,usa,22,1
3313,usa,61,2
3314,usa,59,2
3317,usa,20,1
3318,usa,54,2
3325,usa,59,2
3328,usa,59,2
3330,usa,49,2
3333,usa,59,2
3338,usa,59,2
3339,usa,34,0
3342,usa,21,1
3348,usa,59,2
3356,usa,59,2
3358,usa,58,2
3359,usa,21,1
3362,usa,59,2
3369,usa,60,2
3370,usa,29,1
3375,usa,59,2
3377,usa,27,1
3380,usa,45,0
3393,usa,55,2
3401,usa,59,2
3407,usa,49,2
3409,usa,16,1
3410,usa,59,2
3411,usa,20,1
3417,usa,59,2
3419,usa,53,2
3420,usa,18,1
3421,usa,59,2
3429,usa,19,1
3431,usa,18,1
3439,usa,24,1
3440,usa,59,2
3441,usa,59,2
3443,usa,59,2
3445,usa,45,0
3446,usa,47,0
3453,usa,59,2
3454,usa,36,0
3456,usa,59,2
3457,usa,59,2
3468,usa,59,2
3470,usa,23,1
3473,usa,59,2
3475,usa,35,0
3478,usa,36,0
3482,usa,59,2
3483,usa,59,2
3484,usa,59,2
3486,usa,41,0
3487,usa,59,2
3495,usa,59,2
3496,usa,59,2
3498,usa,59,2
3499,usa,59,2
3500,usa,55,2
3501,usa,59,2
3503,usa,23,1
3505,usa,30,1
3507,usa,59,2
3510,usa,57,2
3511,usa,42,0
3514,usa,22,1
3518,usa,59,2
3520,usa,20,1
3522,usa,34,0
3524,usa,59,2
3526,usa,28,1
3531,usa,40,0
3532,usa,59,2
3540,usa,59,2
3547,usa,59,2
3548,usa,59,2
3551,usa,59,2
3554,usa,11,1
3558,usa,56,2
3560,usa,59,2
3563,usa,59,2
3566,usa,42,0
3568,usa,59,2
3572,usa,26,1
3573,usa,32,0
3574,usa,31,0
3575,usa,35,0
3576,usa,33,0
3577,usa,59,2
3582,usa,59,2
3585,usa,27,1
3586,usa,46,0
3587,usa,59,2
3588,usa,59,2
3589,usa,34,0
3590,usa,59,2
3591,usa,30,1
3592,usa,18,1
3600,usa,59,2
3602,usa,22,1
3603,usa,34,0
3604,usa,26,1
3606,usa,28,1
3607,usa,48,0
3609,usa,59,2
3610,usa,59,2
3611,usa,0,1
3616,usa,33,0
3619,usa,59,2
3620,usa,29,1
3621,usa,23,1
3624,usa,59,2
3627,usa,59,2
3631,usa,59,2
3634,usa,59,2
3637,usa,59,2
3638,usa,30,1
3641,usa,34,0
3642,usa,59,2
3644,usa,43,0
3646,usa,27,1
3650,usa,37,0
3657,usa,22,1
3658,usa,47,0
3661,usa,59,2
3662,usa,59,2
3664,usa,59,2
3665,usa,34,0
3666,usa,26,1
3667,usa,59,2
3668,usa,25,1
3671,usa,59,2
3672,usa,39,0
3673,usa,56,2
3677,usa,2,1
3679,usa,25,1
3685,usa,33,0
3687,usa,17,1
3692,usa,41,0
3694,usa,16,1
3695,usa,24,1
3698,usa,15,1
3703,usa,23,1
3706,usa,59,2
3707,usa,25,1
3711,usa,59,2
3712,usa,59,2
3713,usa,39,0
3721,usa,59,2
3722,usa,59,2
3724,usa,59,2
3725,usa,38,0
3726,usa,40,0
3727,usa,59,2
3729,usa,27,1
3730,usa,41,0
3731,usa,59,2
3733,usa,59,2
3734,usa,43,0
3741,usa,15,1
3744,usa,59,2
3750,usa,59,2
3755,usa,59,2
3759,usa,59,2
3760,usa,13,1
3769,usa,39,0
3773,usa,34,0
3774,usa,23,1
3779,usa,59,2
3781,usa,59,2
3782,usa,59,2
3783,usa,40,0
3784,usa,36,0
3788,usa,59,2
3790,usa,59,2
3793,usa,58,2
3796,usa,33,0
3798,usa,23,1
3800,usa,59,2
3801,usa,59,2
3803,usa,59,2
3812,usa,59,2
3814,usa,59,2
3822,usa,33,0
3824,usa,28,1
3828,usa,28,1
3831,usa,36,0
3833,usa,27,1
3834,usa,59,2
3835,usa,25,1
3836,usa,59,2
3837,usa,21,1
3841,usa,59,2
3842,usa,59,2
3845,usa,27,1
3846,usa,59,2
3847,usa,59,2
3848,usa,59,2
3849,usa,59,2
3853,usa,59,2
3855,usa,27,1
3859,usa,59,2
3860,usa,42,0
3864,usa,18,1
3865,usa,25,1
3866,usa,23,1
3867,usa,59,2
3870,usa,59,2
3872,usa,62,2
3873,usa,59,2
3877,usa,28,1
3878,usa,20,1
3879,usa,40,0
3883,usa,59,2
3885,usa,59,2
3889,usa,59,2
3890,usa,59,2
3892,usa,59,2
3897,usa,59,2
3898,usa,24,1
3899,usa,59,2
3900,usa,59,2
3901,usa,59,2
3903,usa,28,1
3905,usa,59,2
3906,usa,43,0
3908,usa,59,2
3909,usa,27,1
3910,usa,25,1
3913,usa,27,1
3914,usa,29,1
3920,usa,42,0
3921,usa,45,0
3924,usa,21,1
3928,usa,59,2
3935,usa,59,2
3938,usa,37,0
3939,usa,53,2
3941,usa,31,0
3942,usa,30,1
3943,usa,40,0
3946,usa,59,2
3949,usa,59,2
3951,usa,59,2
3954,usa,24,1
3959,usa,23,1
3961,usa,59,2
3964,usa,41,0
3966,usa,15,1
3968,usa,59,2
3975,usa,29,1
3976,usa,55,2
3978,usa,70,2
3979,usa,59,2
3983,usa,59,2
