User_ID,Age,Country,Country_ID,cluster
171,29,brazil,7,2
172,66,brazil,7,1
173,96,usa,0,0
174,31,sri lanka,27,2
175,4,portugal,2,2
177,46,netherlands,14,1
178,28,usa,0,2
179,33,pakistan,28,2
180,78,denmark,29,0
181,58,pakistan,28,1
184,100,usa,0,0
186,98,usa,0,0
187,29,usa,0,2
188,17,usa,0,2
189,31,belgium,30,2
190,33,belgium,30,2
191,40,germany,9,1
192,57,usa,0,1
193,23,india,18,2
194,49,usa,0,1
195,23,usa,0,2
196,33,malaysia,31,2
197,56,canada,6,1
198,21,germany,9,2
200,27,united kingdom,3,2
201,96,,8,0
203,41,usa,0,1
205,23,turkey,32,2
206,60,france,20,1
207,59,usa,0,1
208,4,germany,9,2
209,21,malaysia,31,2
210,54,usa,0,1
211,21,spain,5,2
212,21,philippines,33,2
213,54,usa,0,1
214,27,usa,0,2
215,20,canada,6,2
216,42,spain,5,1
217,44,usa,0,1
218,41,india,18,1
219,91,greece,34,0
220,0,colombia,35,2
222,15,usa,0,2
223,107,pakistan,28,0
225,37,usa,0,2
226,14,usa,0,2
227,104,united kingdom,3,0
228,41,usa,0,1
229,22,india,18,2
231,115,india,18,0
234,25,finland,16,2
235,22,portugal,2,2
238,23,united kingdom,3,2
239,39,usa,0,1
240,20,australia,4,2
241,5,usa,0,2
245,31,usa,0,2
246,16,norway,36,2
248,15,canada,6,2
251,54,spain,5,1
252,65,kuwait,37,1
253,28,italy,13,2
255,32,chile,38,2
256,32,usa,0,2
258,18,lj,39,2
259,45,usa,0,1
260,51,usa,0,1
261,45,germany,9,1
262,28,usa,0,2
263,50,usa,0,1
264,23,taiwan,40,2
265,24,china,11,2
266,82,canada,6,0
267,29,usa,0,2
268,82,,8,0
270,89,germany,9,0
271,22,pakistan,28,2
273,21,usa,0,2
274,26,italy,13,2
275,73,canada,6,1
276,94,usa,0,0
277,15,australia,4,2
278,21,usa,0,2
279,11,united kingdom,3,2
280,118,usa,0,0
281,31,germany,9,2
282,16,canada,6,2
283,120,usa,0,0
284,35,spain,5,2
285,113,united kingdom,3,0
286,17,usa,0,2
287,28,usa,0,2
288,19,usa,0,2
289,15,usa,0,2
290,46,usa,0,1
292,22,usa,0,2
293,25,canada,6,2
294,107,usa,0,0
295,28,usa,0,2
296,21,spain,5,2
297,27,usa,0,2
298,73,usa,0,1
299,42,france,20,1
300,106,usa,0,0
301,32,usa,0,2
302,53,usa,0,1
303,9,usa,0,2
304,24,usa,0,2
305,41,usa,0,1
306,6,usa,0,2
307,27,finland,16,2
308,53,españa,41,1
309,30,united kingdom,3,2
312,76,,8,0
314,28,denmark,29,2
315,100,sweden,42,0
317,41,usa,0,1
318,57,,8,1
319,32,denmark,29,2
320,37,usa,0,2
321,24,pakistan,28,2
322,68,norway,36,1
324,41,philippines,33,1
325,27,switzerland,21,2
327,83,usa,0,0
328,33,usa,0,2
329,21,pakistan,28,2
330,50,philippines,33,1
331,60,argentina,43,1
332,59,usa,0,1
333,23,spain,5,2
335,27,italy,13,2
336,27,spain,5,2
338,25,usa,0,2
340,15,philippines,33,2
341,50,france,20,1
342,28,nigeria,44,2
343,59,usa,0,1
344,25,united kingdom,3,2
345,27,usa,0,2
346,29,canada,6,2
347,34,canada,6,2
348,109,usa,0,0
349,24,denmark,29,2
350,105,italy,13,0
351,62,turkey,32,1
352,28,usa,0,2
353,41,spain,5,1
354,36,brazil,7,2
355,21,london,45,2
358,113,usa,0,0
360,33,spain,5,2
363,44,germany,9,1
365,46,italy,13,1
366,80,bulgaria,46,0
367,45,usa,0,1
368,35,usa,0,2
370,32,usa,0,2
371,10,mexico,10,2
373,119,austria,47,0
374,45,germany,9,1
375,28,germany,9,2
377,61,malaysia,31,1
378,57,usa,0,1
379,47,canada,6,1
380,66,usa,0,1
381,108,usa,0,0
385,119,france,20,0
386,20,iran,23,2
389,22,spain,5,2
390,48,usa,0,1
391,4,usa,0,2
394,25,united kingdom,3,2
395,24,spain,5,2
396,6,sweden,42,2
397,50,portugal,2,1
398,67,new zealand,17,1
399,41,nigeria,44,1
400,112,usa,0,0
401,28,argentina,43,2
402,19,united kingdom,3,2
403,84,usa,0,0
404,37,usa,0,2
405,77,germany,9,0
407,92,pakistan,28,0
409,50,portugal,2,1
410,40,united kingdom,3,1
411,27,usa,0,2
412,83,usa,0,0
414,34,usa,0,2
415,98,usa,0,0
416,31,usa,0,2
417,82,usa,0,0
418,113,usa,0,0
419,14,usa,0,2
420,14,australia,4,2
421,47,usa,0,1
422,23,canada,6,2
423,48,united kingdom,3,1
425,32,canada,6,2
426,33,usa,0,2
427,55,australia,4,1
428,113,usa,0,0
429,25,usa,0,2
434,110,usa,0,0
435,84,usa,0,0
436,53,australia,4,1
437,62,canada,6,1
439,39,usa,0,1
442,24,united kingdom,3,2
443,47,usa,0,1
445,111,usa,0,0
448,22,usa,0,2
449,88,usa,0,0
450,31,italy,13,2
451,33,usa,0,2
452,104,usa,0,0
453,6,usa,0,2
454,50,united kingdom,3,1
455,54,canada,6,1
456,31,usa,0,2
457,62,united kingdom,3,1
458,17,usa,0,2
459,37,usa,0,2
461,15,singapore,48,2
462,18,usa,0,2
464,24,india,18,2
465,53,usa,0,1
466,21,usa,0,2
467,118,usa,0,0
468,87,usa,0,0
469,18,usa,0,2
470,0,usa,0,2
471,31,australia,4,2
473,25,philippines,33,2
474,31,usa,0,2
475,34,canada,6,2
477,45,usa,0,1
478,13,usa,0,2
479,1,usa,0,2
480,62,usa,0,1
481,66,usa,0,1
482,46,usa,0,1
484,17,usa,0,2
485,51,usa,0,1
488,25,usa,0,2
490,15,usa,0,2
491,26,canada,6,2
492,60,usa,0,1
495,31,usa,0,2
496,51,usa,0,1
497,51,usa,0,1
498,29,usa,0,2
502,47,usa,0,1
504,29,usa,0,2
506,95,canada,6,0
509,68,usa,0,1
510,41,usa,0,1
511,41,usa,0,1
512,58,usa,0,1
513,4,usa,0,2
514,30,usa,0,2
515,24,usa,0,2
517,22,usa,0,2
519,23,united kingdom,3,2
520,48,usa,0,1
521,44,usa,0,1
522,119,canada,6,0
523,19,usa,0,2
524,37,australia,4,2
525,29,france,20,2
526,35,germany,9,2
527,22,germany,9,2
528,16,singapore,48,2
529,28,usa,0,2
531,56,usa,0,1
532,53,argentina,43,1
533,31,united kingdom,3,2
534,59,usa,0,1
535,30,italy,13,2
536,20,vietnam,26,2
537,21,,8,2
539,28,usa,0,2
540,67,usa,0,1
541,45,usa,0,1
543,27,vietnam,26,2
544,14,united kingdom,3,2
545,49,usa,0,1
547,62,usa,0,1
548,110,usa,0,0
549,29,usa,0,2
550,43,pakistan,28,1
551,19,india,18,2
553,16,denmark,29,2
554,81,portugal,2,0
555,36,italy,13,2
556,31,usa,0,2
557,49,usa,0,1
558,84,,8,0
559,0,usa,0,2
560,44,usa,0,1
561,35,usa,0,2
562,0,albania,49,2
563,18,usa,0,2
568,100,egypt,50,0
569,28,pakistan,28,2
570,60,usa,0,1
571,23,netherlands,14,2
572,23,tunisia,51,2
573,31,egypt,50,2
574,33,spain,5,2
575,23,portugal,2,2
576,35,switzerland,21,2
577,95,iran,23,0
578,70,canada,6,1
579,29,india,18,2
580,22,spain,5,2
581,45,spain,5,1
582,56,australia,4,1
583,19,uzbekistan,52,2
584,23,qatar,53,2
586,26,malaysia,31,2
587,117,italy,13,0
588,60,usa,0,1
589,24,italy,13,2
590,10,germany,9,2
591,42,usa,0,1
592,76,usa,0,0
593,28,canada,6,2
594,95,united kingdom,3,0
597,43,usa,0,1
598,34,syria,54,2
599,36,usa,0,2
600,20,iran,23,2
601,51,canada,6,1
602,23,usa,0,2
603,80,germany,9,0
604,42,usa,0,1
605,5,usa,0,2
606,117,usa,0,0
607,31,china,11,2
608,30,usa,0,2
609,34,spain,5,2
610,19,spain,5,2
611,24,italy,13,2
612,20,usa,0,2
613,1,turkey,32,2
615,29,portugal,2,2
616,34,usa,0,2
617,54,portugal,2,1
620,45,canada,6,1
622,23,brazil,7,2
624,91,netherlands,14,0
627,6,usa,0,2
629,44,germany,9,1
630,33,france,20,2
631,55,usa,0,1
632,15,usa,0,2
633,8,germany,9,2
635,24,canada,6,2
636,58,usa,0,1
637,20,singapore,48,2
641,20,usa,0,2
642,37,usa,0,2
644,68,usa,0,1
645,38,canada,6,2
646,21,united kingdom,3,2
647,35,australia,4,2
648,28,canada,6,2
649,95,usa,0,0
650,97,usa,0,0
652,102,usa,0,0
653,15,united kingdom,3,2
654,30,canada,6,2
655,58,usa,0,1
656,51,new zealand,17,1
658,61,usa,0,1
659,85,canada,6,0
661,22,germany,9,2
662,21,canada,6,2
663,49,spain,5,1
664,26,spain,5,2
665,47,sweden,42,1
666,52,india,18,1
667,84,india,18,0
668,27,india,18,2
669,24,india,18,2
670,19,india,18,2
671,1,saudi arabia,55,2
672,57,india,18,1
673,23,india,18,2
674,40,india,18,1
675,72,india,18,1
676,31,italy,13,2
677,27,usa,0,2
679,65,usa,0,1
680,28,usa,0,2
681,20,indonesia,56,2
682,44,usa,0,1
684,44,usa,0,1
686,51,pakistan,28,1
687,35,romania,57,2
688,14,australia,4,2
689,22,france,20,2
690,80,usa,0,0
691,25,united kingdom,3,2
692,44,usa,0,1
693,58,usa,0,1
694,18,usa,0,2
695,96,netherlands,14,0
696,13,canada,6,2
697,32,canada,6,2
699,68,united kingdom,3,1
700,16,malaysia,31,2
701,31,usa,0,2
702,53,usa,0,1
703,52,usa,0,1
704,77,usa,0,0
706,20,usa,0,2
708,32,usa,0,2
710,42,brazil,7,1
715,101,usa,0,0
716,34,mexico,10,2
718,30,usa,0,2
719,52,canada,6,1
721,80,usa,0,0
722,66,usa,0,1
723,0,usa,0,2
724,17,usa,0,2
725,24,portugal,2,2
727,40,portugal,2,1
729,7,canada,6,2
731,115,usa,0,0
732,52,india,18,1
733,53,new zealand,17,1
734,40,germany,9,1
737,35,usa,0,2
738,29,usa,0,2
740,89,usa,0,0
742,96,usa,0,0
744,48,usa,0,1
745,25,germany,9,2
747,74,usa,0,1
748,14,spain,5,2
749,88,usa,0,0
750,36,switzerland,21,2
751,41,spain,5,1
752,68,usa,0,1
754,33,germany,9,2
755,24,china,11,2
756,63,usa,0,1
757,29,usa,0,2
760,75,usa,0,0
761,30,china,11,2
762,23,portugal,2,2
764,28,usa,0,2
765,33,usa,0,2
766,52,usa,0,1
767,43,,8,1
768,4,greece,34,2
769,89,usa,0,0
770,83,iran,23,0
771,38,usa,0,2
772,27,portugal,2,2
773,52,sudan,58,1
775,28,saudi arabia,55,2
778,42,usa,0,1
779,30,canada,6,2
780,1,usa,0,2
781,20,united kingdom,3,2
783,63,usa,0,1
784,39,usa,0,1
785,12,usa,0,2
787,20,usa,0,2
788,109,usa,0,0
789,15,,8,2
791,91,usa,0,0
792,44,usa,0,1
793,95,usa,0,0
794,47,usa,0,1
795,97,usa,0,0
796,104,usa,0,0
797,80,usa,0,0
798,3,usa,0,2
800,57,usa,0,1
801,51,usa,0,1
802,33,argentina,43,2
803,41,spain,5,1
804,38,usa,0,2
806,62,usa,0,1
807,32,germany,9,2
808,118,canada,6,0
810,79,usa,0,0
812,17,canada,6,2
813,42,usa,0,1
814,24,usa,0,2
815,43,canada,6,1
816,32,italy,13,2
817,41,usa,0,1
820,38,usa,0,2
821,33,italy,13,2
823,36,usa,0,2
825,38,usa,0,2
826,65,usa,0,1
828,35,usa,0,2
829,23,usa,0,2
830,57,usa,0,1
831,21,spain,5,2
832,105,united kingdom,3,0
833,79,argentina,43,0
836,80,usa,0,0
837,26,usa,0,2
838,71,usa,0,1
839,40,nigeria,44,1
840,21,spain,5,2
841,24,usa,0,2
842,42,germany,9,1
844,53,usa,0,1
845,25,italy,13,2
846,55,usa,0,1
847,23,spain,5,2
851,20,malaysia,31,2
852,27,spain,5,2
854,22,,8,2
855,54,germany,9,1
856,29,spain,5,2
857,25,malaysia,31,2
858,46,usa,0,1
859,78,usa,0,0
860,26,united kingdom,3,2
861,73,usa,0,1
862,56,usa,0,1
863,73,somewherein space,59,1
864,19,canada,6,2
865,5,usa,0,2
866,23,spain,5,2
867,27,spain,5,2
868,27,spain,5,2
869,30,romania,57,2
870,19,italy,13,2
871,19,usa,0,2
872,22,united kingdom,3,2
873,118,united kingdom,3,0
874,53,usa,0,1
875,32,usa,0,2
877,34,italy,13,2
879,89,usa,0,0
880,9,usa,0,2
881,24,canada,6,2
883,43,usa,0,1
884,98,,8,0
887,30,usa,0,2
888,5,usa,0,2
889,46,united kingdom,3,1
890,45,usa,0,1
891,63,germany,9,1
892,24,usa,0,2
893,19,italy,13,2
894,22,australia,4,2
895,40,australia,4,1
897,14,australia,4,2
898,87,poland,60,0
903,19,usa,0,2
904,95,usa,0,0
905,0,usa,0,2
906,104,united kingdom,3,0
907,31,usa,0,2
908,45,australia,4,1
909,19,france,20,2
910,25,usa,0,2
911,40,usa,0,1
912,33,usa,0,2
917,12,usa,0,2
918,52,canada,6,1
920,28,usa,0,2
922,20,canada,6,2
923,21,usa,0,2
925,83,italy,13,0
926,29,portugal,2,2
927,16,thailand,61,2
928,60,australia,4,1
930,30,usa,0,2
931,43,usa,0,1
934,93,usa,0,0
935,21,philippines,33,2
938,55,canada,6,1
939,21,philippines,33,2
940,30,usa,0,2
942,29,france,20,2
943,24,spain,5,2
946,23,united kingdom,3,2
947,62,usa,0,1
948,108,usa,0,0
949,86,canada,6,0
950,76,philippines,33,0
951,8,usa,0,2
952,71,usa,0,1
953,22,italy,13,2
954,68,usa,0,1
955,102,,8,0
956,93,united kingdom,3,0
957,115,chile,38,0
958,78,usa,0,0
959,61,spain,5,1
960,71,indonesia,56,1
961,57,italy,13,1
962,62,spain,5,1
963,105,canada,6,0
964,117,usa,0,0
965,24,usa,0,2
966,22,ireland,62,2
968,25,spain,5,2
970,15,australia,4,2
971,22,ghana,19,2
972,1,saudi arabia,55,2
975,34,usa,0,2
976,28,australia,4,2
977,65,usa,0,1
978,33,usa,0,2
979,36,united kingdom,3,2
980,23,spain,5,2
981,63,usa,0,1
982,41,usa,0,1
983,16,vietnam,26,2
985,23,spain,5,2
986,75,usa,0,0
987,4,usa,0,2
988,31,usa,0,2
990,85,usa,0,0
991,62,usa,0,1
992,33,australia,4,2
993,18,germany,9,2
994,101,usa,0,0
995,34,new zealand,17,2
997,106,usa,0,0
999,21,usa,0,2
1001,19,australia,4,2
1002,25,spain,5,2
1003,62,usa,0,1
1004,22,united kingdom,3,2
1005,67,usa,0,1
1006,59,usa,0,1
1007,16,usa,0,2
1008,12,usa,0,2
1012,52,usa,0,1
1013,23,usa,0,2
1014,23,canada,6,2
1015,18,canada,6,2
1016,9,usa,0,2
1018,83,usa,0,0
1020,49,usa,0,1
1022,118,usa,0,0
1023,103,usa,0,0
1024,95,usa,0,0
1026,40,usa,0,1
1027,18,italy,13,2
1028,57,mexico,10,1
1029,57,usa,0,1
1030,29,usa,0,2
1033,83,usa,0,0
1034,18,brazil,7,2
1035,26,usa,0,2
1036,25,usa,0,2
1037,18,usa,0,2
1038,26,usa,0,2
1039,38,usa,0,2
1041,51,usa,0,1
1042,40,usa,0,1
1044,34,usa,0,2
1045,47,usa,0,1
1047,38,usa,0,2
1049,34,ireland,62,2
1050,63,usa,0,1
1051,17,china,11,2
1052,31,italy,13,2
1053,20,usa,0,2
1054,37,usa,0,2
1055,30,switzerland,21,2
1057,19,united kingdom,3,2
1058,23,france,20,2
1059,47,usa,0,1
1061,64,usa,0,1
1062,16,new zealand,17,2
1065,111,,8,0
1066,59,usa,0,1
1067,37,usa,0,2
1068,18,canada,6,2
1069,114,usa,0,0
1070,52,usa,0,1
1071,22,portugal,2,2
1072,47,france,20,1
1073,31,italy,13,2
1074,84,germany,9,0
1076,20,usa,0,2
1077,74,usa,0,1
1078,28,spain,5,2
1079,38,usa,0,2
1080,35,usa,0,2
1081,31,spain,5,2
1084,35,usa,0,2
1085,106,usa,0,0
1086,42,usa,0,1
1087,46,usa,0,1
1088,17,usa,0,2
1089,22,usa,0,2
1090,49,usa,0,1
1091,25,spain,5,2
1092,44,canada,6,1
1093,108,usa,0,0
1094,18,usa,0,2
1097,100,usa,0,0
1098,4,usa,0,2
1099,32,usa,0,2
1101,78,usa,0,0
1102,28,spain,5,2
1103,35,,8,2
1104,38,malaysia,31,2
1105,57,usa,0,1
1107,76,usa,0,0
1109,18,usa,0,2
1110,31,ireland,62,2
1112,34,usa,0,2
1114,59,new zealand,17,1
1115,113,india,18,0
1117,61,usa,0,1
1119,69,united kingdom,3,1
1120,35,usa,0,2
1121,117,usa,0,0
1122,21,usa,0,2
1124,74,usa,0,1
1125,18,usa,0,2
1126,22,spain,5,2
1127,80,usa,0,0
1128,61,usa,0,1
1130,26,venezuela,63,2
1132,102,usa,0,0
1134,10,paraguay,64,2
1135,87,germany,9,0
1136,21,spain,5,2
1138,88,usa,0,0
1139,33,spain,5,2
1140,19,usa,0,2
1141,26,chile,38,2
1142,25,austria,47,2
1143,45,united kingdom,3,1
1144,21,spain,5,2
1145,12,canada,6,2
1146,55,usa,0,1
1147,67,usa,0,1
1148,79,usa,0,0
1149,1,usa,0,2
1151,22,united kingdom,3,2
1152,61,usa,0,1
1153,26,spain,5,2
1154,12,usa,0,2
1156,42,brazil,7,1
1157,34,italy,13,2
1158,41,italy,13,1
1159,25,spain,5,2
1160,18,canada,6,2
1162,31,spain,5,2
1163,32,spain,5,2
1164,35,usa,0,2
1165,53,usa,0,1
1171,32,usa,0,2
1173,22,usa,0,2
1174,32,spain,5,2
1175,27,italy,13,2
1176,29,usa,0,2
1177,90,italy,13,0
1178,9,germany,9,2
1179,28,portugal,2,2
1180,23,usa,0,2
1181,38,mozambique,65,2
1182,23,indonesia,56,2
1183,49,italy,13,1
1185,13,usa,0,2
1186,24,australia,4,2
1187,23,australia,4,2
1188,29,usa,0,2
1190,24,spain,5,2
1191,34,usa,0,2
1194,17,italy,13,2
1195,109,usa,0,0
1196,28,spain,5,2
1197,40,germany,9,1
1198,35,germany,9,2
1199,28,argentina,43,2
1201,22,usa,0,2
1202,43,,8,1
1203,21,morocco,66,2
1204,9,usa,0,2
1205,32,canada,6,2
1207,115,afghanistan,67,0
1208,105,usa,0,0
1209,33,usa,0,2
1210,81,usa,0,0
1212,24,germany,9,2
1213,19,argentina,43,2
1214,30,germany,9,2
1215,17,united kingdom,3,2
1216,24,usa,0,2
1217,21,usa,0,2
1218,27,usa,0,2
1220,23,france,20,2
1221,34,italy,13,2
1222,41,italy,13,1
1224,3,estonia,68,2
1225,22,usa,0,2
1226,14,usa,0,2
1227,16,singapore,48,2
1228,29,germany,9,2
1229,6,usa,0,2
1230,34,france,20,2
1231,13,new zealand,17,2
1232,50,netherlands,14,1
1233,27,italy,13,2
1236,25,usa,0,2
1238,42,new zealand,17,1
1239,37,turkey,32,2
1240,36,usa,0,2
1241,72,usa,0,1
1243,34,usa,0,2
1244,55,usa,0,1
1245,39,netherlands,14,1
1246,36,usa,0,2
1247,25,germany,9,2
1250,44,usa,0,1
1251,89,usa,0,0
1252,29,usa,0,2
1253,22,colombia,35,2
1255,23,spain,5,2
1257,0,united kingdom,3,2
1264,93,usa,0,0
1265,98,,8,0
1266,19,usa,0,2
1267,4,usa,0,2
1268,117,clackamas,69,0
1269,42,usa,0,1
1270,33,usa,0,2
1271,64,canada,6,1
1272,110,portugal,2,0
1273,27,,8,2
1274,83,usa,0,0
1276,69,usa,0,1
1277,63,australia,4,1
1278,85,usa,0,0
1280,34,usa,0,2
1281,32,united kingdom,3,2
1282,32,germany,9,2
1283,26,usa,0,2
1284,44,usa,0,1
1285,28,germany,9,2
1286,77,usa,0,0
1287,32,usa,0,2
1288,35,usa,0,2
1289,103,usa,0,0
1290,26,portugal,2,2
1291,34,spain,5,2
1292,1,usa,0,2
1293,108,usa,0,0
1295,93,,8,0
1298,20,usa,0,2
1299,15,portugal,2,2
1300,37,usa,0,2
1301,18,nigeria,44,2
1302,106,united kingdom,3,0
1304,47,usa,0,1
1305,17,usa,0,2
1306,41,,8,1
1307,4,canada,6,2
1308,4,netherlands,14,2
1310,23,italy,13,2
1311,25,italy,13,2
1312,23,usa,0,2
1313,30,italy,13,2
1315,22,italy,13,2
1316,18,italy,13,2
1317,63,usa,0,1
1318,33,,8,2
1319,39,italy,13,1
1320,36,united kingdom,3,2
1321,24,romania,57,2
1322,21,usa,0,2
1323,104,italy,13,0
1327,111,italy,13,0
1328,24,usa,0,2
1329,26,colombia,35,2
1333,36,australia,4,2
1335,35,usa,0,2
1336,42,united kingdom,3,1
1337,28,canada,6,2
1338,37,usa,0,2
1339,14,australia,4,2
1340,21,usa,0,2
1341,21,united kingdom,3,2
1342,3,canada,6,2
1344,108,usa,0,0
1345,66,usa,0,1
1346,25,usa,0,2
1347,63,usa,0,1
1349,55,usa,0,1
1350,94,canada,6,0
1351,100,mexico,10,0
1352,35,italy,13,2
1353,114,usa,0,0
1354,39,australia,4,1
1356,16,spain,5,2
1357,56,australia,4,1
1358,97,,8,0
1359,14,usa,0,2
1360,36,usa,0,2
1362,37,spain,5,2
1363,94,usa,0,0
1364,16,canada,6,2
1365,16,usa,0,2
1366,100,usa,0,0
1367,23,australia,4,2
1369,103,canada,6,0
1370,26,usa,0,2
1371,36,usa,0,2
1373,72,lesotho,70,1
1374,27,usa,0,2
1375,59,usa,0,1
1376,110,usa,0,0
1379,14,italy,13,2
1380,59,canada,6,1
1381,20,united kingdom,3,2
1382,33,usa,0,2
1383,32,australia,4,2
1384,12,usa,0,2
1385,84,usa,0,0
1386,89,usa,0,0
1387,28,usa,0,2
1388,29,spain,5,2
1391,26,usa,0,2
1392,42,united kingdom,3,1
1393,35,spain,5,2
1394,28,argentina,43,2
1396,35,usa,0,2
1397,36,usa,0,2
1400,39,usa,0,1
1401,53,usa,0,1
1402,66,usa,0,1
1403,26,usa,0,2
1404,28,germany,9,2
1405,53,usa,0,1
1406,96,usa,0,0
1407,28,spain,5,2
1408,35,usa,0,2
1410,22,usa,0,2
1411,74,usa,0,1
1413,69,usa,0,1
1414,27,netherlands,14,2
1415,47,usa,0,1
1417,55,usa,0,1
1418,45,usa,0,1
1419,51,usa,0,1
1420,84,usa,0,0
1422,23,spain,5,2
1423,39,united kingdom,3,1
1425,41,netherlands,14,1
1426,100,usa,0,0
1427,22,usa,0,2
1428,61,malaysia,31,1
1429,71,usa,0,1
1430,15,turkey,32,2
1431,31,usa,0,2
1432,13,usa,0,2
1433,54,usa,0,1
1434,71,usa,0,1
1437,21,usa,0,2
1438,27,canada,6,2
1440,82,usa,0,0
1441,34,spain,5,2
1443,30,australia,4,2
1444,26,mexico,10,2
1445,99,italy,13,0
1446,23,spain,5,2
1447,31,spain,5,2
1449,101,italy,13,0
1450,24,sweden,42,2
1451,22,spain,5,2
1452,94,netherlands,14,0
1453,24,usa,0,2
1454,21,china,11,2
1455,27,usa,0,2
1456,45,netherlands,14,1
1457,21,usa,0,2
1458,15,,8,2
1459,8,germany,9,2
1460,34,egypt,50,2
1461,0,denmark,29,2
1462,15,usa,0,2
1463,60,usa,0,1
1464,59,usa,0,1
1465,15,australia,4,2
1468,20,germany,9,2
1470,11,yugoslavia,71,2
1471,17,usa,0,2
1472,51,germany,9,1
1473,99,usa,0,0
1474,16,taiwan,40,2
1476,33,united kingdom,3,2
1477,64,usa,0,1
1478,25,poland,60,2
1479,30,usa,0,2
1480,66,usa,0,1
1481,22,iran,23,2
1482,43,united kingdom,3,1
1483,33,usa,0,2
1486,75,australia,4,0
1487,23,usa,0,2
1488,14,usa,0,2
1491,22,united kingdom,3,2
1492,31,usa,0,2
1493,42,united kingdom,3,1
1494,25,denmark,29,2
1495,53,usa,0,1
1497,20,united kingdom,3,2
1498,108,china,11,0
1501,35,united kingdom,3,2
1502,92,usa,0,0
1503,31,usa,0,2
1507,26,china,11,2
1508,30,usa,0,2
1509,48,canada,6,1
1510,65,italy,13,1
1512,48,usa,0,1
1513,40,usa,0,1
1514,8,usa,0,2
1515,27,usa,0,2
1516,31,ireland,62,2
1518,6,usa,0,2
1519,61,usa,0,1
1520,28,usa,0,2
1521,21,usa,0,2
1522,46,canada,6,1
1523,90,usa,0,0
1524,49,usa,0,1
1525,29,australia,4,2
1526,58,usa,0,1
1527,27,spain,5,2
1528,22,slovakia,72,2
1529,96,usa,0,0
1530,26,usa,0,2
1531,42,mexico,10,1
1532,34,usa,0,2
1534,20,italy,13,2
1535,69,usa,0,1
1536,30,argentina,43,2
1537,26,bulgaria,46,2
1538,29,,8,2
1540,10,usa,0,2
1542,16,germany,9,2
1544,31,united kingdom,3,2
1549,60,canada,6,1
1551,29,spain,5,2
