User_ID,Age,Country,Country_ID
541,45,usa,0
543,27,vietnam,26
544,102,united kingdom,3
545,86,usa,0
547,100,usa,0
548,64,usa,0
549,111,usa,0
550,104,pakistan,28
551,19,india,18
553,16,denmark,29
554,71,portugal,2
555,36,italy,13
556,31,usa,0
557,49,usa,0
558,10,,8
559,16,usa,0
560,21,usa,0
561,35,usa,0
562,0,albania,49
563,93,usa,0
568,112,egypt,50
569,28,pakistan,28
570,103,usa,0
571,23,netherlands,14
572,23,tunisia,51
573,31,egypt,50
574,33,spain,5
575,23,portugal,2
576,35,switzerland,21
577,2,iran,23
578,118,canada,6
579,29,india,18
580,22,spain,5
581,45,spain,5
582,56,australia,4
583,19,uzbekistan,52
584,23,qatar,53
586,26,malaysia,31
587,9,italy,13
588,60,usa,0
589,110,italy,13
590,47,germany,9
591,42,usa,0
592,63,usa,0
593,28,canada,6
594,15,united kingdom,3
597,43,usa,0
598,34,syria,54
599,36,usa,0
600,20,iran,23
601,4,canada,6
602,23,usa,0
603,12,germany,9
604,42,usa,0
605,43,usa,0
606,8,usa,0
607,31,china,11
608,30,usa,0
609,34,spain,5
610,19,spain,5
611,24,italy,13
612,20,usa,0
613,1,turkey,32
615,29,portugal,2
616,34,usa,0
617,54,portugal,2
620,45,canada,6
622,23,brazil,7
624,21,netherlands,14
627,28,usa,0
629,44,germany,9
630,33,france,20
631,23,usa,0
632,15,usa,0
633,18,germany,9
635,24,canada,6
636,65,usa,0
637,20,singapore,48
641,104,usa,0
642,37,usa,0
644,36,usa,0
645,113,canada,6
646,21,united kingdom,3
647,35,australia,4
648,114,canada,6
649,64,usa,0
650,97,usa,0
652,89,usa,0
653,76,united kingdom,3
654,30,canada,6
655,58,usa,0
656,16,new zealand,17
658,61,usa,0
659,97,canada,6
661,22,germany,9
662,21,canada,6
663,49,spain,5
664,26,spain,5
665,115,sweden,42
666,75,india,18
667,90,india,18
668,27,india,18
669,24,india,18
670,83,india,18
671,1,saudi arabia,55
672,38,india,18
673,23,india,18
674,109,india,18
675,68,india,18
676,31,italy,13
677,27,usa,0
679,65,usa,0
680,28,usa,0
681,20,indonesia,56
682,44,usa,0
684,44,usa,0
686,51,pakistan,28
687,35,romania,57
688,14,australia,4
689,22,france,20
690,80,usa,0
691,25,united kingdom,3
692,44,usa,0
693,58,usa,0
694,2,usa,0
695,36,netherlands,14
696,13,canada,6
697,29,canada,6
699,87,united kingdom,3
700,16,malaysia,31
701,31,usa,0
702,53,usa,0
703,52,usa,0
704,103,usa,0
706,2,usa,0
708,24,usa,0
710,42,brazil,7
715,22,usa,0
716,34,mexico,10
718,30,usa,0
719,52,canada,6
721,53,usa,0
722,66,usa,0
723,56,usa,0
724,49,usa,0
725,24,portugal,2
727,40,portugal,2
729,9,canada,6
731,16,usa,0
732,37,india,18
733,53,new zealand,17
734,99,germany,9
737,29,usa,0
738,67,usa,0
740,97,usa,0
742,41,usa,0
744,48,usa,0
745,25,germany,9
747,111,usa,0
748,14,spain,5
749,61,usa,0
750,36,switzerland,21
751,41,spain,5
752,51,usa,0
754,33,germany,9
755,24,china,11
756,22,usa,0
757,29,usa,0
760,57,usa,0
761,30,china,11
762,23,portugal,2
764,28,usa,0
765,71,usa,0
766,52,usa,0
767,43,,8
768,118,greece,34
769,109,usa,0
770,102,iran,23
771,38,usa,0
772,27,portugal,2
773,52,sudan,58
775,28,saudi arabia,55
778,73,usa,0
779,53,canada,6
780,33,usa,0
781,20,united kingdom,3
783,0,usa,0
784,39,usa,0
785,44,usa,0
787,64,usa,0
788,111,usa,0
789,15,,8
791,26,usa,0
792,44,usa,0
793,18,usa,0
794,47,usa,0
795,83,usa,0
796,3,usa,0
797,102,usa,0
798,79,usa,0
800,27,usa,0
801,51,usa,0
802,33,argentina,43
803,41,spain,5
804,38,usa,0
806,29,usa,0
807,32,germany,9
808,88,canada,6
810,21,usa,0
812,17,canada,6
813,42,usa,0
814,67,usa,0
815,43,canada,6
816,32,italy,13
817,41,usa,0
820,38,usa,0
821,33,italy,13
823,36,usa,0
825,38,usa,0
826,65,usa,0
828,35,usa,0
829,23,usa,0
830,57,usa,0
831,21,spain,5
832,53,united kingdom,3
833,37,argentina,43
836,1,usa,0
837,26,usa,0
838,71,usa,0
839,40,nigeria,44
840,21,spain,5
841,24,usa,0
842,42,germany,9
844,53,usa,0
845,25,italy,13
846,55,usa,0
847,23,spain,5
851,83,malaysia,31
852,27,spain,5
854,22,,8
855,54,germany,9
856,29,spain,5
857,25,malaysia,31
858,46,usa,0
859,29,usa,0
860,26,united kingdom,3
861,38,usa,0
862,56,usa,0
863,73,somewherein space,59
864,22,canada,6
865,24,usa,0
866,23,spain,5
867,27,spain,5
868,27,spain,5
869,30,romania,57
870,19,italy,13
871,19,usa,0
872,22,united kingdom,3
873,98,united kingdom,3
874,25,usa,0
875,32,usa,0
877,2,italy,13
879,76,usa,0
880,45,usa,0
881,24,canada,6
883,43,usa,0
884,52,,8
887,30,usa,0
888,104,usa,0
889,46,united kingdom,3
890,3,usa,0
891,100,germany,9
892,48,usa,0
893,19,italy,13
894,22,australia,4
895,40,australia,4
897,14,australia,4
898,88,poland,60
903,19,usa,0
904,16,usa,0
905,76,usa,0
906,27,united kingdom,3
907,31,usa,0
908,11,australia,4
909,19,france,20
910,25,usa,0
911,40,usa,0
912,33,usa,0
917,108,usa,0
918,52,canada,6
920,28,usa,0
922,20,canada,6
923,21,usa,0
925,60,italy,13
926,29,portugal,2
927,16,thailand,61
928,60,australia,4
930,30,usa,0
931,43,usa,0
934,100,usa,0
935,21,philippines,33
938,55,canada,6
939,21,philippines,33
940,119,usa,0
942,29,france,20
943,24,spain,5
946,23,united kingdom,3
947,64,usa,0
948,112,usa,0
949,99,canada,6
950,66,philippines,33
951,103,usa,0
952,76,usa,0
953,22,italy,13
954,26,usa,0
955,83,,8
956,96,united kingdom,3
957,1,chile,38
958,78,usa,0
959,112,spain,5
960,65,indonesia,56
961,27,italy,13
962,42,spain,5
963,58,canada,6
964,48,usa,0
965,24,usa,0
966,22,ireland,62
968,25,spain,5
970,15,australia,4
971,22,ghana,19
972,9,saudi arabia,55
975,34,usa,0
976,28,australia,4
977,80,usa,0
978,33,usa,0
979,36,united kingdom,3
980,23,spain,5
981,106,usa,0
982,41,usa,0
983,112,vietnam,26
985,23,spain,5
986,54,usa,0
987,67,usa,0
988,42,usa,0
990,100,usa,0
991,62,usa,0
992,33,australia,4
993,97,germany,9
994,119,usa,0
995,34,new zealand,17
997,56,usa,0
999,21,usa,0
1001,19,australia,4
1002,25,spain,5
1003,60,usa,0
1004,11,united kingdom,3
1005,67,usa,0
1006,59,usa,0
1007,16,usa,0
1008,9,usa,0
1012,51,usa,0
1013,23,usa,0
1014,66,canada,6
1015,18,canada,6
1016,10,usa,0
1018,98,usa,0
1020,33,usa,0
1022,27,usa,0
1023,91,usa,0
1024,21,usa,0
1026,17,usa,0
1027,18,italy,13
1028,57,mexico,10
1029,57,usa,0
1030,29,usa,0
1033,9,usa,0
1034,18,brazil,7
1035,26,usa,0
1036,25,usa,0
1037,18,usa,0
1038,26,usa,0
1039,38,usa,0
1041,20,usa,0
1042,40,usa,0
1044,34,usa,0
1045,47,usa,0
1047,4,usa,0
1049,34,ireland,62
1050,83,usa,0
1051,17,china,11
1052,31,italy,13
1053,20,usa,0
1054,37,usa,0
1055,30,switzerland,21
1057,19,united kingdom,3
1058,23,france,20
1059,47,usa,0
1061,24,usa,0
1062,16,new zealand,17
1065,8,,8
1066,59,usa,0
1067,37,usa,0
1068,18,canada,6
1069,44,usa,0
1070,19,usa,0
1071,22,portugal,2
1072,47,france,20
1073,31,italy,13
1074,24,germany,9
1076,20,usa,0
1077,4,usa,0
1078,28,spain,5
1079,101,usa,0
1080,35,usa,0
1081,31,spain,5
1084,68,usa,0
1085,64,usa,0
1086,117,usa,0
1087,46,usa,0
1088,17,usa,0
1089,22,usa,0
1090,49,usa,0
1091,25,spain,5
1092,70,canada,6
1093,51,usa,0
1094,18,usa,0
1097,38,usa,0
1098,82,usa,0
1099,32,usa,0
1101,14,usa,0
1102,28,spain,5
1103,66,,8
1104,38,malaysia,31
1105,57,usa,0
1107,22,usa,0
1109,18,usa,0
1110,31,ireland,62
1112,110,usa,0
1114,59,new zealand,17
1115,31,india,18
1117,61,usa,0
1119,72,united kingdom,3
1120,114,usa,0
1121,14,usa,0
1122,21,usa,0
1124,73,usa,0
1125,18,usa,0
1126,22,spain,5
1127,13,usa,0
1128,61,usa,0
1130,26,venezuela,63
1132,67,usa,0
1134,77,paraguay,64
1135,20,germany,9
1136,21,spain,5
1138,2,usa,0
1139,33,spain,5
1140,19,usa,0
1141,26,chile,38
1142,25,austria,47
1143,45,united kingdom,3
1144,21,spain,5
1145,25,canada,6
1146,55,usa,0
1147,57,usa,0
1148,79,usa,0
1149,1,usa,0
1151,22,united kingdom,3
1152,3,usa,0
1153,26,spain,5
1154,42,usa,0
1156,112,brazil,7
1157,34,italy,13
1158,107,italy,13
1159,25,spain,5
1160,18,canada,6
1162,31,spain,5
1163,32,spain,5
1164,35,usa,0
1165,52,usa,0
1171,32,usa,0
1173,22,usa,0
1174,32,spain,5
1175,27,italy,13
1176,29,usa,0
1177,73,italy,13
1178,9,germany,9
1179,28,portugal,2
1180,23,usa,0
1181,38,mozambique,65
1182,23,indonesia,56
1183,49,italy,13
1185,83,usa,0
1186,24,australia,4
1187,23,australia,4
1188,29,usa,0
1190,24,spain,5
1191,34,usa,0
1194,33,italy,13
1195,88,usa,0
1196,28,spain,5
1197,40,germany,9
1198,35,germany,9
1199,28,argentina,43
1201,22,usa,0
1202,43,,8
1203,21,morocco,66
1204,22,usa,0
1205,32,canada,6
1207,30,afghanistan,67
1208,72,usa,0
1209,33,usa,0
1210,8,usa,0
1212,24,germany,9
1213,19,argentina,43
1214,30,germany,9
1215,17,united kingdom,3
1216,24,usa,0
1217,68,usa,0
1218,27,usa,0
1220,31,france,20
1221,34,italy,13
1222,30,italy,13
1224,63,estonia,68
1225,22,usa,0
1226,14,usa,0
1227,16,singapore,48
1228,13,germany,9
1229,5,usa,0
1230,34,france,20
1231,13,new zealand,17
1232,50,netherlands,14
1233,27,italy,13
1236,25,usa,0
1238,42,new zealand,17
1239,37,turkey,32
1240,36,usa,0
1241,43,usa,0
1243,34,usa,0
1244,55,usa,0
1245,16,netherlands,14
1246,36,usa,0
1247,20,germany,9
1250,44,usa,0
1251,5,usa,0
1252,21,usa,0
1253,22,colombia,35
1255,23,spain,5
1257,20,united kingdom,3
1264,50,usa,0
1265,26,,8
1266,19,usa,0
1267,79,usa,0
1268,80,clackamas,69
1269,42,usa,0
1270,33,usa,0
1271,64,canada,6
1272,25,portugal,2
1273,27,,8
1274,76,usa,0
1276,77,usa,0
1277,54,australia,4
1278,0,usa,0
1280,34,usa,0
1281,32,united kingdom,3
1282,32,germany,9
1283,26,usa,0
1284,44,usa,0
1285,28,germany,9
1286,36,usa,0
1287,32,usa,0
1288,35,usa,0
1289,103,usa,0
1290,26,portugal,2
1291,34,spain,5
1292,20,usa,0
1293,89,usa,0
1295,86,,8
1298,20,usa,0
1299,67,portugal,2
1300,37,usa,0
1301,18,nigeria,44
1302,13,united kingdom,3
1304,47,usa,0
1305,17,usa,0
1306,41,,8
1307,14,canada,6
1308,73,netherlands,14
1310,80,italy,13
1311,79,italy,13
1312,23,usa,0
1313,30,italy,13
1315,0,italy,13
1316,18,italy,13
1317,63,usa,0
1318,33,,8
1319,36,italy,13
1320,36,united kingdom,3
1321,24,romania,57
1322,21,usa,0
1323,104,italy,13
1327,54,italy,13
1328,24,usa,0
1329,26,colombia,35
1333,36,australia,4
1335,98,usa,0
1336,42,united kingdom,3
1337,28,canada,6
1338,37,usa,0
1339,14,australia,4
1340,21,usa,0
1341,19,united kingdom,3
1342,26,canada,6
1344,93,usa,0
1345,33,usa,0
1346,25,usa,0
1347,62,usa,0
1349,102,usa,0
1350,87,canada,6
1351,82,mexico,10
1352,35,italy,13
1353,77,usa,0
1354,39,australia,4
1356,16,spain,5
1357,56,australia,4
1358,97,,8
1359,14,usa,0
1360,36,usa,0
1362,37,spain,5
1363,97,usa,0
1364,16,canada,6
1365,16,usa,0
1366,19,usa,0
1367,23,australia,4
1369,106,canada,6
1370,26,usa,0
1371,36,usa,0
1373,50,lesotho,70
1374,27,usa,0
1375,59,usa,0
1376,36,usa,0
1379,35,italy,13
1380,59,canada,6
1381,32,united kingdom,3
1382,33,usa,0
1383,32,australia,4
1384,12,usa,0
1385,114,usa,0
1386,109,usa,0
1387,28,usa,0
1388,29,spain,5
1391,23,usa,0
1392,42,united kingdom,3
1393,35,spain,5
1394,28,argentina,43
1396,35,usa,0
1397,36,usa,0
1400,39,usa,0
1401,53,usa,0
1402,95,usa,0
1403,26,usa,0
1404,28,germany,9
1405,53,usa,0
1406,116,usa,0
1407,28,spain,5
1408,35,usa,0
1410,22,usa,0
1411,74,usa,0
1413,69,usa,0
1414,27,netherlands,14
1415,47,usa,0
1417,106,usa,0
1418,45,usa,0
1419,51,usa,0
1420,14,usa,0
1422,23,spain,5
1423,39,united kingdom,3
1425,41,netherlands,14
1426,85,usa,0
1427,22,usa,0
1428,27,malaysia,31
1429,71,usa,0
1430,15,turkey,32
1431,70,usa,0
1432,12,usa,0
1433,54,usa,0
1434,2,usa,0
1437,21,usa,0
1438,27,canada,6
1440,73,usa,0
1441,34,spain,5
1443,30,australia,4
1444,26,mexico,10
1445,88,italy,13
1446,23,spain,5
1447,31,spain,5
1449,60,italy,13
1450,24,sweden,42
1451,22,spain,5
1452,111,netherlands,14
1453,26,usa,0
1454,21,china,11
1455,91,usa,0
1456,45,netherlands,14
1457,21,usa,0
1458,15,,8
1459,95,germany,9
1460,34,egypt,50
1461,0,denmark,29
1462,15,usa,0
1463,60,usa,0
1464,59,usa,0
1465,15,australia,4
1468,20,germany,9
1470,24,yugoslavia,71
1471,90,usa,0
1472,55,germany,9
1473,80,usa,0
1474,15,taiwan,40
1476,33,united kingdom,3
1477,56,usa,0
1478,25,poland,60
1479,30,usa,0
1480,96,usa,0
1481,22,iran,23
1482,43,united kingdom,3
1483,33,usa,0
1486,75,australia,4
1487,23,usa,0
1488,98,usa,0
1491,22,united kingdom,3
1492,31,usa,0
1493,42,united kingdom,3
1494,25,denmark,29
1495,53,usa,0
1497,20,united kingdom,3
1498,22,china,11
1501,35,united kingdom,3
1502,43,usa,0
1503,36,usa,0
1507,26,china,11
1508,11,usa,0
1509,48,canada,6
1510,98,italy,13
1512,67,usa,0
1513,40,usa,0
1514,3,usa,0
1515,27,usa,0
1516,31,ireland,62
1518,109,usa,0
1519,61,usa,0
1520,41,usa,0
1521,9,usa,0
1522,46,canada,6
1523,92,usa,0
1524,86,usa,0
1525,29,australia,4
1526,96,usa,0
1527,27,spain,5
1528,22,slovakia,72
1529,60,usa,0
1530,26,usa,0
1531,42,mexico,10
1532,34,usa,0
1534,23,italy,13
1535,69,usa,0
1536,30,argentina,43
1537,26,bulgaria,46
1538,29,,8
1540,58,usa,0
1542,93,germany,9
1544,31,united kingdom,3
1549,60,canada,6
1551,29,spain,5
1553,23,india,18
1555,5,usa,0
1560,22,india,18
1561,66,usa,0
1562,22,usa,0
1563,27,usa,0
1565,1,usa,0
1566,80,usa,0
1568,37,usa,0
1569,86,usa,0
1571,32,spain,5
1572,26,usa,0
1574,71,usa,0
1575,70,british virgin islands,73
1576,24,usa,0
1577,58,usa,0
1579,116,nigeria,44
1580,16,usa,0
1581,22,china,11
1583,48,usa,0
1584,43,singapore,48
1587,19,germany,9
1588,118,united kingdom,3
1589,50,,8
1590,15,usa,0
1592,50,usa,0
1593,59,usa,0
1594,119,australia,4
1595,5,usa,0
1598,24,ireland,62
1600,43,canada,6
1601,119,usa,0
1602,34,usa,0
1603,35,usa,0
1604,24,usa,0
1605,15,malaysia,31
1606,63,usa,0
1607,29,usa,0
1609,30,canada,6
1610,89,usa,0
1611,44,usa,0
1612,24,germany,9
1613,41,new zealand,17
1614,81,iran,23
1616,98,usa,0
1617,24,usa,0
1619,28,usa,0
1620,72,usa,0
1621,30,united kingdom,3
1622,113,usa,0
1623,41,usa,0
1624,103,usa,0
1625,59,usa,0
1626,36,usa,0
1627,28,china,11
1628,20,nigeria,44
1629,18,canada,6
1630,27,,8
1631,30,portugal,2
1632,41,usa,0
1634,33,usa,0
1635,27,belgium,30
1636,34,germany,9
1637,24,argentina,43
1638,18,canada,6
1639,5,usa,0
1640,33,nigeria,44
1641,22,usa,0
1642,25,pakistan,28
1643,24,australia,4
1644,22,pakistan,28
1645,22,germany,9
1647,36,china,11
1648,67,france,20
1649,41,usa,0
1651,36,poland,60
1654,66,usa,0
1655,48,spain,5
1656,29,spain,5
1657,59,usa,0
1658,97,usa,0
1659,41,australia,4
1662,25,australia,4
1663,26,australia,4
1665,84,australia,4
1666,20,usa,0
1668,112,croatia,74
1669,51,usa,0
1670,47,netherlands,14
1671,20,italy,13
1672,18,usa,0
1675,30,usa,0
1677,14,australia,4
1678,21,spain,5
1679,93,italy,13
1680,35,italy,13
1681,47,nigeria,44
1682,99,australia,4
1684,1,canada,6
1685,38,ireland,62
1686,1,malaysia,31
1687,47,usa,0
1689,77,switzerland,21
1690,8,switzerland,21
1691,50,usa,0
1692,85,canada,6
1693,45,portugal,2
1694,26,indonesia,56
1695,69,,8
1697,11,usa,0
1698,21,united kingdom,3
1699,57,united kingdom,3
1700,25,france,20
1701,21,italy,13
1702,45,,8
1704,21,canada,6
1707,21,spain,5
1708,87,sweden,42
1709,57,australia,4
1710,47,brazil,7
1711,64,yugoslavia,71
1712,81,usa,0
1713,24,mexico,10
1714,24,mexico,10
1715,49,portugal,2
1716,28,israel,75
1717,36,germany,9
1718,28,usa,0
1720,57,italy,13
1722,94,,8
1723,40,usa,0
1724,25,spain,5
1726,35,australia,4
1727,84,usa,0
1728,92,canada,6
1731,15,spain,5
1732,32,usa,0
1734,22,nigeria,44
1735,18,singapore,48
1736,26,nigeria,44
1737,31,usa,0
1738,29,usa,0
1739,51,usa,0
1740,28,usa,0
1741,17,usa,0
1742,51,usa,0
1743,17,usa,0
1744,40,usa,0
1746,53,egypt,50
1747,26,spain,5
1748,11,germany,9
1749,117,canada,6
1751,117,usa,0
1752,22,indonesia,56
1753,45,australia,4
1754,29,switzerland,21
1755,24,germany,9
1756,21,united kingdom,3
1757,16,indonesia,56
1758,50,italy,13
1760,39,italy,13
1763,25,usa,0
1764,35,nigeria,44
1766,89,canada,6
1767,99,romania,57
1769,59,italy,13
1771,38,indonesia,56
1772,33,spain,5
1774,26,singapore,48
1775,14,usa,0
1776,101,usa,0
1777,19,usa,0
1778,25,usa,0
1779,33,usa,0
1780,48,united kingdom,3
1783,19,usa,0
1784,23,poland,60
1786,21,malaysia,31
1787,89,germany,9
1788,39,brazil,7
1789,36,brazil,7
1790,25,usa,0
1791,73,usa,0
1792,113,usa,0
1794,35,usa,0
1795,108,usa,0
1796,21,usa,0
1798,23,romania,57
1800,24,usa,0
1801,52,usa,0
1803,48,usa,0
1804,53,usa,0
1806,44,japan,76
1808,23,romania,57
1810,24,spain,5
1811,56,spain,5
1814,49,germany,9
1815,30,spain,5
1816,18,india,18
1817,85,india,18
1818,47,spain,5
1819,13,australia,4
1820,16,usa,0
1821,59,switzerland,21
1822,22,spain,5
1823,25,turkey,32
1824,18,usa,0
1825,34,usa,0
1826,23,netherlands,14
1828,25,indonesia,56
1831,25,united kingdom,3
1832,42,usa,0
1833,42,belgium,30
1834,24,poland,60
1836,117,usa,0
1837,44,usa,0
1838,0,usa,0
1839,86,philippines,33
1840,21,usa,0
1841,60,usa,0
1842,25,portugal,2
1843,32,germany,9
1845,34,usa,0
1847,98,germany,9
1849,27,spain,5
1851,9,australia,4
1852,53,usa,0
1853,57,usa,0
1854,95,usa,0
1855,105,united kingdom,3
1856,29,usa,0
1857,39,usa,0
